Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
"€0,005","€5,319",€96,18 TB,2 years,Tape,LTO-9,New,OT LTO-9 Data Cartridge Single with Limited,"<a href=""https://www.amazon.de/dp/B0BLF322YB"">OT LTO-9 Data Cartridge Single with Limited</a>"
"€0,010","€9,742",€117,12 TB,,"Internal 3.5""",HDD,Used,Seagate Enterprise Capacity v7 ST12000NM0127 - Festplatte - 12 TB - intern - 3.5 Zoll - SATA 6Gb/s - 7200 RPM - 256MB Cache,"<a href=""https://www.amazon.de/dp/B0CFBF7SV8"">Seagate Enterprise Capacity v7 ST12000NM0127 - Festplatte - 12 TB - intern - 3.5 Zoll - SATA 6Gb/s - 7200 RPM - 256MB Cache</a>"
"€0,010","€10,15",€101,10 TB,,"Internal 3.5""",HDD,Used,"HGST Ultrastar He10 | HUH721010ALE600 | 0F27604 | 10TB SATA 6 Gbit/s 7,2K RPM 256MB 3,5 Zoll 512E ISE Festplatte (erneuert)","<a href=""https://www.amazon.de/dp/B07DPKWLJR"">HGST Ultrastar He10 | HUH721010ALE600 | 0F27604 | 10TB SATA 6 Gbit/s 7,2K RPM 256MB 3,5 Zoll 512E ISE Festplatte (erneuert)</a>"
"€0,011","€10,87",€130,12 TB,1 year,"Internal 3.5""",HDD,Used,"Seagate IronWolf NAS 12 TB Interne Festplatte ST12000VN0007 3,5 Zoll HDD 7200RPM 256MB SATA3 (Generalüberholt)","<a href=""https://www.amazon.de/dp/B084WLXWXD"">Seagate IronWolf NAS 12 TB Interne Festplatte ST12000VN0007 3,5 Zoll HDD 7200RPM 256MB SATA3 (Generalüberholt)</a>"
"€0,011","€11,19",€179,16 TB,,"Internal 3.5""",HDD,Used,"Seagate Exos X18 Enterprise, 16TB HDD, CMR 3.5 Zoll, Hyperscale SATA 6GB/s, 7.200 U/min, 512e, 4Kn FastFormat, geringe Latenz mit verbessertem Caching, Modellnr.: ST16000NM000J","<a href=""https://www.amazon.de/dp/B08JV7N6J1"">Seagate Exos X18 Enterprise, 16TB HDD, CMR 3.5 Zoll, Hyperscale SATA 6GB/s, 7.200 U/min, 512e, 4Kn FastFormat, geringe Latenz mit verbessertem Caching, Modellnr.: ST16000NM000J</a>","<a href=""https://www.amazon.de/dp/B08JV7N6J1"">Seagate Exos X18 Enterprise, 16TB HDD, CMR 3.5 Zoll, Hyperscale SATA 6GB/s, 7.200 U/min, 512e, 4Kn FastFormat, geringe Latenz mit verbessertem Caching, Modellnr.: ST16000NM000J</a>"
"€0,012","€11,66",€140,12 TB,,"Internal 3.5""",HDD,Used,"Seagate Enterprise Capacity 12TB, 3,5"" interne Festplatte, 256MB Cache SATA 6.0 GB/s, 7.200 U/min, HDD - Modellnr.: ST12000NM0127 (Generalüberholt)","<a href=""https://www.amazon.de/dp/B0D7MVY1S9"">Seagate Enterprise Capacity 12TB, 3,5"" interne Festplatte, 256MB Cache SATA 6.0 GB/s, 7.200 U/min, HDD - Modellnr.: ST12000NM0127 (Generalüberholt)</a>"
"€0,012","€11,74",€141,12 TB,1 year,"Internal 3.5""",HDD,Used,"Seagate IronWolf NAS 12TB Interne Festplatte ST12000VN0007 3,5 Zoll HDD SATA3 7200RPM 256MB Cache (Generalüberholt)","<a href=""https://www.amazon.de/dp/B07KR8ZL5H"">Seagate IronWolf NAS 12TB Interne Festplatte ST12000VN0007 3,5 Zoll HDD SATA3 7200RPM 256MB Cache (Generalüberholt)</a>"
"€0,012","€11,74",€164,14 TB,,"Internal 3.5""",HDD,Used,"ST14000NM001G, Festplatte, 3,5 Zoll, SATA 6Gb/s, 14TB, 7200RPM, 512e/4Kn, für Enterprise Anwendung","<a href=""https://www.amazon.de/dp/B084Z4LGN7"">ST14000NM001G, Festplatte, 3,5 Zoll, SATA 6Gb/s, 14TB, 7200RPM, 512e/4Kn, für Enterprise Anwendung</a>","<a href=""https://www.amazon.de/dp/B084Z4LGN7"">ST14000NM001G, Festplatte, 3,5 Zoll, SATA 6Gb/s, 14TB, 7200RPM, 512e/4Kn, für Enterprise Anwendung</a>"
"€0,012","€11,78",€165,14 TB,1 year,"Internal 3.5""",HDD,New,"Seagate Exos X X16 14TB, 512e SATA 6Gb/s (ST14000NM001G)","<a href=""https://www.amazon.de/dp/B0D6BR9HLV"">Seagate Exos X X16 14TB, 512e SATA 6Gb/s (ST14000NM001G)</a>"
"€0,012","€12,22",€220,18 TB,2 years,"Internal 3.5""",HDD,Used,"Seagate Exos X20 Enterprise 18TB HDD, interne Festplatte, Hyperscale 12GB/s SAS, 7.200 U/min, Modellnr.: ST18000NM003D","<a href=""https://www.amazon.de/dp/B09MWLJ1P5"">Seagate Exos X20 Enterprise 18TB HDD, interne Festplatte, Hyperscale 12GB/s SAS, 7.200 U/min, Modellnr.: ST18000NM003D</a>","<a href=""https://www.amazon.de/dp/B09MWLJ1P5"">Seagate Exos X20 Enterprise 18TB HDD, interne Festplatte, Hyperscale 12GB/s SAS, 7.200 U/min, Modellnr.: ST18000NM003D</a>"
"€0,012","€12,34",€123,10 TB,,Internal,SSD,Used,"Seagate Enterprise Capacity v6 10TB Interne Festplatte ST10000NM0046 SATA 3,5 Zoll HDD 256MB Cache","<a href=""https://www.amazon.de/dp/B0CW6K8DZ3"">Seagate Enterprise Capacity v6 10TB Interne Festplatte ST10000NM0046 SATA 3,5 Zoll HDD 256MB Cache</a>"
"€0,012","€12,49",€150,12 TB,,"Internal 3.5""",HDD,Used,"Seagate Skyhawk Surveillance 12TB Interne Festplatte ST12000VX0007 3,5 Zoll HDD, SATA 6Gb/s, 7200RPM, 256MB Cache","<a href=""https://www.amazon.de/dp/B0DCZ89PDX"">Seagate Skyhawk Surveillance 12TB Interne Festplatte ST12000VX0007 3,5 Zoll HDD, SATA 6Gb/s, 7200RPM, 256MB Cache</a>"
"€0,012","€12,49",€150,12 TB,1 year,"Internal 3.5""",HDD,Used,"Seagate Skyhawk Surveillance 12TB Interne Festplatte ST12000VX0007 3,5 Zoll HDD, SATA 6Gb/s, 7200RPM, 256MB Cache (Generalüberholt)","<a href=""https://www.amazon.de/dp/B0DFWPCT1K"">Seagate Skyhawk Surveillance 12TB Interne Festplatte ST12000VX0007 3,5 Zoll HDD, SATA 6Gb/s, 7200RPM, 256MB Cache (Generalüberholt)</a>"
"€0,012","€12,50",€200,16 TB,1 year,"Internal 3.5""",HDD,Used,"Seagate Exos X18 Enterprise 16TB HDD, CMR 3,5 Zoll, Hyperscale SATA 6GB/s, 7.200 U/min, 512e, 4Kn FastFormat, geringe Latenz mit verbessertem Caching, Modellnr.: ST16000NM000J (Generalüberholt)","<a href=""https://www.amazon.de/dp/B0CF5XVHMS"">Seagate Exos X18 Enterprise 16TB HDD, CMR 3,5 Zoll, Hyperscale SATA 6GB/s, 7.200 U/min, 512e, 4Kn FastFormat, geringe Latenz mit verbessertem Caching, Modellnr.: ST16000NM000J (Generalüberholt)</a>"
"€0,013","€13,20",€158,12 TB,,Tape,LTO-8,New,LTO ULTRIUM 800/1600GB CARTR.,"<a href=""https://www.amazon.de/dp/B000RZHYPW"">LTO ULTRIUM 800/1600GB CARTR.</a>"
"€0,014","€13,54",€812,12 TB x5,2 years,Tape,LTO-8,New,Dell - Customer Kit - 5 x LTO Ultrium 8-12 TB / 30 TB,"<a href=""https://www.amazon.de/dp/B09C49HTH9"">Dell - Customer Kit - 5 x LTO Ultrium 8-12 TB / 30 TB</a>"
"€0,014","€13,74",€220,16 TB,2 years,"Internal 3.5""",HDD,Used,"Seagate IronWolf Pro, NAS interne Festplatte 16TB HDD, 3.5 Zoll, 7200 U/Min, CMR, 256 MB Cache, SATA 6GB/s, silber, inkl. 3 Jahre Rescue Service, ST16000NE000","<a href=""https://www.amazon.de/dp/B07SJTST6T"">Seagate IronWolf Pro, NAS interne Festplatte 16TB HDD, 3.5 Zoll, 7200 U/Min, CMR, 256 MB Cache, SATA 6GB/s, silber, inkl. 3 Jahre Rescue Service, ST16000NE000</a>","<a href=""https://www.amazon.de/dp/B07SJTST6T"">Seagate IronWolf Pro, NAS interne Festplatte 16TB HDD, 3.5 Zoll, 7200 U/Min, CMR, 256 MB Cache, SATA 6GB/s, silber, inkl. 3 Jahre Rescue Service, ST16000NE000</a>"
"€0,014","€13,74",€220,16 TB,1 year,"Internal 3.5""",HDD,Used,"Seagate IronWolf Pro ST16000NE000 interrne NAS Festplatte 16TB HDD, 3.5 Zoll, 7200 U/Min, CMR, 256 MB Cache, SATA3 (Generalüberholt)","<a href=""https://www.amazon.de/dp/B094PWBNSD"">Seagate IronWolf Pro ST16000NE000 interrne NAS Festplatte 16TB HDD, 3.5 Zoll, 7200 U/Min, CMR, 256 MB Cache, SATA3 (Generalüberholt)</a>"
"€0,014","€13,83",€249,18 TB,1 year,"Internal 3.5""",HDD,Used,"Seagate IronWolf Pro NAS ST18000NE000 - Festplatte - 18 TB - intern - 3.5 Zoll, SATA3 7200RPM 256MB Cache (Generalüberholt)","<a href=""https://www.amazon.de/dp/B0CTHY1HRK"">Seagate IronWolf Pro NAS ST18000NE000 - Festplatte - 18 TB - intern - 3.5 Zoll, SATA3 7200RPM 256MB Cache (Generalüberholt)</a>"
"€0,014","€13,88",€222,16 TB,2 years,"Internal 3.5""",HDD,Used,"Seagate Exos X18 8,9 cm (3,5 Zoll), 16000 GB SAS","<a href=""https://www.amazon.de/dp/B08Z3NCPK4"">Seagate Exos X18 8,9 cm (3,5 Zoll), 16000 GB SAS</a>","<a href=""https://www.amazon.de/dp/B08Z3NCPK4"">Seagate Exos X18 8,9 cm (3,5 Zoll), 16000 GB SAS</a>"
"€0,014","€14,02",€168,12 TB,,Tape,LTO-8,New,Dell - Kit Kunde - lto ultrium worm 8 x 1-12 tb 440-bbio,"<a href=""https://www.amazon.de/dp/B09S15DB8Z"">Dell - Kit Kunde - lto ultrium worm 8 x 1-12 tb 440-bbio</a>"
"€0,014","€14,13",€254,18 TB,5 years,"Internal 3.5""",HDD,Used,"Seagate Exos X18 Enterprise, 18TB HDD, CMR 3.5 Zoll, Hyperscale SATA 6GB/s, 7.200 U/min, 512e, 4Kn FastFormat, geringe Latenz mit verbessertem Caching, Modellnr.: ST18000NM000J","<a href=""https://www.amazon.de/dp/B08JV6PP9B"">Seagate Exos X18 Enterprise, 18TB HDD, CMR 3.5 Zoll, Hyperscale SATA 6GB/s, 7.200 U/min, 512e, 4Kn FastFormat, geringe Latenz mit verbessertem Caching, Modellnr.: ST18000NM000J</a>","<a href=""https://www.amazon.de/dp/B08JV6PP9B"">Seagate Exos X18 Enterprise, 18TB HDD, CMR 3.5 Zoll, Hyperscale SATA 6GB/s, 7.200 U/min, 512e, 4Kn FastFormat, geringe Latenz mit verbessertem Caching, Modellnr.: ST18000NM000J</a>"
"€0,014","€14,33",€172,12 TB,,"Internal 3.5""",HDD,Used,"Seagate IronWolf Pro, NAS interne Festplatte 12TB HDD, 3.5 Zoll, 7200 U/Min, CMR, 256 MB Cache, SATA 6GB/S, silber, inkl. 3 Jahre Rescue Service, Modellnr.: ST12000NE0008","<a href=""https://www.amazon.de/dp/B07LH55GC2"">Seagate IronWolf Pro, NAS interne Festplatte 12TB HDD, 3.5 Zoll, 7200 U/Min, CMR, 256 MB Cache, SATA 6GB/S, silber, inkl. 3 Jahre Rescue Service, Modellnr.: ST12000NE0008</a>","<a href=""https://www.amazon.de/dp/B07LH55GC2"">Seagate IronWolf Pro, NAS interne Festplatte 12TB HDD, 3.5 Zoll, 7200 U/Min, CMR, 256 MB Cache, SATA 6GB/S, silber, inkl. 3 Jahre Rescue Service, Modellnr.: ST12000NE0008</a>"
"€0,014","€14,44",€144,10 TB,,"Internal 3.5""",HDD,Used,"MDD - HGST He10 (HUH721010ALE601) 10TB 7200RPM 128MB Cache SATA 6.0Gb/s 3,5 Zoll Enterprise Festplatte (Generalüberholt)","<a href=""https://www.amazon.de/dp/B0BSB7J2Z8"">MDD - HGST He10 (HUH721010ALE601) 10TB 7200RPM 128MB Cache SATA 6.0Gb/s 3,5 Zoll Enterprise Festplatte (Generalüberholt)</a>"
"€0,014","€14,47",€43,3 TB,,"Internal 3.5""",HDD,Used,"Sonnics SATA-Festplatte, 8,9 cm (3,5 Zoll), 7.200 U/min, Desktop-PC/Überwachungsspeicher, Festplatte, CCTV-Kamera, DVR (3 TB)","<a href=""https://www.amazon.de/dp/B0BLD3PGXB"">Sonnics SATA-Festplatte, 8,9 cm (3,5 Zoll), 7.200 U/min, Desktop-PC/Überwachungsspeicher, Festplatte, CCTV-Kamera, DVR (3 TB)</a>"
"€0,015","€14,90",€149,10 TB,3 years,"Internal 3.5""",HDD,Used,"Seagate IronWolf Pro, NAS interne Festplatte 10TB, HDD, 3.5 Zoll, 7200 U/Min, CMR, 256 MB Cache, SATA 6GB/s, silber, inkl. 3 Jahre Rescue Service, Modellnr.: ST10000NE0004","<a href=""https://www.amazon.de/dp/B01M4FU8Y3"">Seagate IronWolf Pro, NAS interne Festplatte 10TB, HDD, 3.5 Zoll, 7200 U/Min, CMR, 256 MB Cache, SATA 6GB/s, silber, inkl. 3 Jahre Rescue Service, Modellnr.: ST10000NE0004</a>","<a href=""https://www.amazon.de/dp/B01M4FU8Y3"">Seagate IronWolf Pro, NAS interne Festplatte 10TB, HDD, 3.5 Zoll, 7200 U/Min, CMR, 256 MB Cache, SATA 6GB/s, silber, inkl. 3 Jahre Rescue Service, Modellnr.: ST10000NE0004</a>"
"€0,015","€14,98",€120,8 TB,5 years,"Internal 3.5""",HDD,Used,"Seagate BarraCuda 8TB interne Festplatte HDD, 3.5 Zoll, 5400 U/Min, 256 MB Cache, SATA 6GB/s, silber, Modellnr.: ST8000DM004","<a href=""https://www.amazon.de/dp/B075WYBQXJ"">Seagate BarraCuda 8TB interne Festplatte HDD, 3.5 Zoll, 5400 U/Min, 256 MB Cache, SATA 6GB/s, silber, Modellnr.: ST8000DM004</a>","<a href=""https://www.amazon.de/dp/B075WYBQXJ"">Seagate BarraCuda 8TB interne Festplatte HDD, 3.5 Zoll, 5400 U/Min, 256 MB Cache, SATA 6GB/s, silber, Modellnr.: ST8000DM004</a>"
"€0,015","€14,99",€120,8 TB,,"Internal 3.5""",HDD,Used,"Seagate Barracuda ST8000DM004 Interne Festplatte (8 TB, SATA, 6 GB/s, 256 MB Cache, 8,9 cm (3,5 Zoll)) (Generalüberholt)","<a href=""https://www.amazon.de/dp/B07JKJ4J93"">Seagate Barracuda ST8000DM004 Interne Festplatte (8 TB, SATA, 6 GB/s, 256 MB Cache, 8,9 cm (3,5 Zoll)) (Generalüberholt)</a>"
"€0,015","€15,00",€240,16 TB,,"Internal 3.5""",HDD,Used,SEAGATE Exos X16 ST16000NM001G Festplatte 16TB intern SATA 6Gb/s 7200rpm 256MB Puffer,"<a href=""https://www.amazon.de/dp/B07XM9RM95"">SEAGATE Exos X16 ST16000NM001G Festplatte 16TB intern SATA 6Gb/s 7200rpm 256MB Puffer</a>","<a href=""https://www.amazon.de/dp/B07XM9RM95"">SEAGATE Exos X16 ST16000NM001G Festplatte 16TB intern SATA 6Gb/s 7200rpm 256MB Puffer</a>"
"€0,015","€15,15",€38,2.5 TB,,Tape,LTO-6,New,"Hewlett-Packard Enterprise C7976A LTO6 Ultrium 6,25TB","<a href=""https://www.amazon.de/dp/B00BRF330Q"">Hewlett-Packard Enterprise C7976A LTO6 Ultrium 6,25TB</a>"
"€0,015","€15,20",€760,2.5 TB x20,,Tape,LTO-6,New,"Fujifilm 16310744 LTO Tape Cart, 6 Ultrium 2.5TB/6.25TB Bibliothek Pack Tape Cartridge, jeder sollte","<a href=""https://www.amazon.de/dp/B00F2RDKQC"">Fujifilm 16310744 LTO Tape Cart, 6 Ultrium 2.5TB/6.25TB Bibliothek Pack Tape Cartridge, jeder sollte</a>"
"€0,015","€15,44",€247,16 TB,2 years,"External 3.5""",HDD,Used,"WD Elements Desktop-Speicher 16 TB externe Festplatte (Desktop-Speicher USB 3.0-kompatibel, Zusatzspeicher für Fotos, Musik, Videos und alle anderen Dateien, stoßfest) Schwarz","<a href=""https://www.amazon.de/dp/B08KY4P7L5"">WD Elements Desktop-Speicher 16 TB externe Festplatte (Desktop-Speicher USB 3.0-kompatibel, Zusatzspeicher für Fotos, Musik, Videos und alle anderen Dateien, stoßfest) Schwarz</a>","<a href=""https://www.amazon.de/dp/B08KY4P7L5"">WD Elements Desktop-Speicher 16 TB externe Festplatte (Desktop-Speicher USB 3.0-kompatibel, Zusatzspeicher für Fotos, Musik, Videos und alle anderen Dateien, stoßfest) Schwarz</a>"
"€0,016","€15,56",€249,16 TB,,"Internal 3.5""",HDD,New,SEAGATE Exos X16 ST16000NM001G Festplatte 16TB intern SATA 6Gb/s 7200rpm 256MB Puffer,"<a href=""https://www.amazon.de/dp/B07XM9RM95"">SEAGATE Exos X16 ST16000NM001G Festplatte 16TB intern SATA 6Gb/s 7200rpm 256MB Puffer</a>","<a href=""https://www.amazon.de/dp/B07XM9RM95"">SEAGATE Exos X16 ST16000NM001G Festplatte 16TB intern SATA 6Gb/s 7200rpm 256MB Puffer</a>"
"€0,016","€15,97",€798,2.5 TB x20,,Tape,LTO-6,New,Quantum 20x LTO6 Ultrium Data Cartridge,"<a href=""https://www.amazon.de/dp/B00AAHS9J2"">Quantum 20x LTO6 Ultrium Data Cartridge</a>"
"€0,016","€16,25",€260,16 TB,,"Internal 3.5""",HDD,Used,"Seagate Exos X16 Enterprise Class 16TB interne Festplatte HDD, 3.5 Zoll, Modellnr.: ST16000NM002G","<a href=""https://www.amazon.de/dp/B07TBG66PY"">Seagate Exos X16 Enterprise Class 16TB interne Festplatte HDD, 3.5 Zoll, Modellnr.: ST16000NM002G</a>","<a href=""https://www.amazon.de/dp/B07TBG66PY"">Seagate Exos X16 Enterprise Class 16TB interne Festplatte HDD, 3.5 Zoll, Modellnr.: ST16000NM002G</a>"
"€0,016","€16,50",€330,20 TB,2 years,"External 3.5""",HDD,New,"Seagate Expansion Desktop 20TB externe Festplatte, 3.5 Zoll, USB 3.0, PC & Notebook, inkl. 2 Jahre Rescue Service, Modellnr.: STKP20000400","<a href=""https://www.amazon.de/dp/B0B2PZWD81"">Seagate Expansion Desktop 20TB externe Festplatte, 3.5 Zoll, USB 3.0, PC & Notebook, inkl. 2 Jahre Rescue Service, Modellnr.: STKP20000400</a>"
"€0,017","€16,50",€297,18 TB,2 years,"External 3.5""",HDD,Used,"WD Elements Desktop-Speicher 18 TB (Desktop-Speicher USB 3.0-kompatibel, Zusatzspeicher für Fotos, Musik, Videos und alle anderen Dateien, stoßfest) Schwarz","<a href=""https://www.amazon.de/dp/B08KY32HFR"">WD Elements Desktop-Speicher 18 TB (Desktop-Speicher USB 3.0-kompatibel, Zusatzspeicher für Fotos, Musik, Videos und alle anderen Dateien, stoßfest) Schwarz</a>","<a href=""https://www.amazon.de/dp/B08KY32HFR"">WD Elements Desktop-Speicher 18 TB (Desktop-Speicher USB 3.0-kompatibel, Zusatzspeicher für Fotos, Musik, Videos und alle anderen Dateien, stoßfest) Schwarz</a>"
"€0,017","€16,65",€100,6 TB,1 year,"Internal 3.5""",HDD,New,HGST 0F23001 - Ultrastar 7K6000 6TB 7200RPM - HUS726060ALE610 SATA 512E U ISE,"<a href=""https://www.amazon.de/dp/B07BYHRD52"">HGST 0F23001 - Ultrastar 7K6000 6TB 7200RPM - HUS726060ALE610 SATA 512E U ISE</a>"
"€0,017","€16,66",€100,6 TB,2 years,"Internal 3.5""",HDD,Used,"Western Digital WD Ultrastar 6TB DC HC310 SATA HDD, 3,5 Zoll interne Festplatte für Server 256 MB Cache, Enterprise Klasse","<a href=""https://www.amazon.de/dp/B07HF2S1DZ"">Western Digital WD Ultrastar 6TB DC HC310 SATA HDD, 3,5 Zoll interne Festplatte für Server 256 MB Cache, Enterprise Klasse</a>","<a href=""https://www.amazon.de/dp/B07HF2S1DZ"">Western Digital WD Ultrastar 6TB DC HC310 SATA HDD, 3,5 Zoll interne Festplatte für Server 256 MB Cache, Enterprise Klasse</a>"
"€0,017","€16,66",€200,12 TB,,"External 3.5""",HDD,New,"HURRICANE GD35612 Externe Festplatte 12TB, 3.5"" USB 3.0 Aluminium HDD mit Netzteil für PC, Laptop kompatibel mit Windows mac OS Linux","<a href=""https://www.amazon.de/dp/B0CVRW7QRL"">HURRICANE GD35612 Externe Festplatte 12TB, 3.5"" USB 3.0 Aluminium HDD mit Netzteil für PC, Laptop kompatibel mit Windows mac OS Linux</a>"
"€0,017","€16,67",€200,12 TB,,"Internal 3.5""",HDD,Used,"HGST Ultrastar He12 | HUH721212ALE601 | 0F27454 | 12 to 7200 U/min 256 MB Cache SATA 6,0 Gbit/s 3,5 Zoll | 512E | BitLocker Festplattenverschlüsselung | Deaktivierung der Stromversorgung |","<a href=""https://www.amazon.de/dp/B07H4YV359"">HGST Ultrastar He12 | HUH721212ALE601 | 0F27454 | 12 to 7200 U/min 256 MB Cache SATA 6,0 Gbit/s 3,5 Zoll | 512E | BitLocker Festplattenverschlüsselung | Deaktivierung der Stromversorgung |</a>"
"€0,017","€16,67",€200,12 TB,,"Internal 3.5""",HDD,Used,"Seagate Exos X18 SATA-Festplatte (12 TB, 3,5 Zoll / 8,9 cm)","<a href=""https://www.amazon.de/dp/B09C4999MW"">Seagate Exos X18 SATA-Festplatte (12 TB, 3,5 Zoll / 8,9 cm)</a>","<a href=""https://www.amazon.de/dp/B09C4999MW"">Seagate Exos X18 SATA-Festplatte (12 TB, 3,5 Zoll / 8,9 cm)</a>"
"€0,017","€16,72",€42,2.5 TB,,Tape,LTO-6,New,"Fujifilm Tape LTO6 Band 2.5/6.25 TB, P10DDLUA00A","<a href=""https://www.amazon.de/dp/B00ABV3Y7O"">Fujifilm Tape LTO6 Band 2.5/6.25 TB, P10DDLUA00A</a>"
"€0,017","€16,72",€42,2.5 TB,,Tape,LTO-6,New,"Cartridge Fuji LTO6 Ultrium 2,5TB/6,25TB","<a href=""https://www.amazon.de/dp/B00KRCR21Q"">Cartridge Fuji LTO6 Ultrium 2,5TB/6,25TB</a>"
"€0,017","€16,80",€134,8 TB,2 years,"External 3.5""",HDD,Used,"Seagate Desktop Drive 8TB externe Festplatte, 3.5 Zoll, USB 3.0, PC & Notebook, Xbox & PS4, inkl. 2 Jahre Rescue Service, Modellnr.: STGY8000400","<a href=""https://www.amazon.de/dp/B07CQJBSQL"">Seagate Desktop Drive 8TB externe Festplatte, 3.5 Zoll, USB 3.0, PC & Notebook, Xbox & PS4, inkl. 2 Jahre Rescue Service, Modellnr.: STGY8000400</a>","<a href=""https://www.amazon.de/dp/B07CQJBSQL"">Seagate Desktop Drive 8TB externe Festplatte, 3.5 Zoll, USB 3.0, PC & Notebook, Xbox & PS4, inkl. 2 Jahre Rescue Service, Modellnr.: STGY8000400</a>"
"€0,017","€16,90",€338,20 TB,2 years,Internal,SAS,Used,"Seagate Exos X20 Enterprise 20TB HDD, interne Festplatte, Hyperscale 12GB/s SAS, 7.200 U/min, Modellnr.: ST20000NM002D","<a href=""https://www.amazon.de/dp/B09MWKN3RN"">Seagate Exos X20 Enterprise 20TB HDD, interne Festplatte, Hyperscale 12GB/s SAS, 7.200 U/min, Modellnr.: ST20000NM002D</a>","<a href=""https://www.amazon.de/dp/B09MWKN3RN"">Seagate Exos X20 Enterprise 20TB HDD, interne Festplatte, Hyperscale 12GB/s SAS, 7.200 U/min, Modellnr.: ST20000NM002D</a>"
"€0,017","€16,95",€42,2.5 TB,,Tape,LTO-6,New,Quantum MR-L6MQN-01. - Ultrium LTO6 Tape Cartridge,"<a href=""https://www.amazon.de/dp/B00GN90MNC"">Quantum MR-L6MQN-01. - Ultrium LTO6 Tape Cartridge</a>"
