Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
A$0.050,A$49.74,A$199,4 TB,3 years,"External 2.5""",HDD,New,"Western Digital My Passport USB3.0 External Hard Drive, 4 TB, WDBPKJ0040BBK-WESN,Black","<a href=""https://www.amazon.com.au/dp/B07VTW2LPX"">Western Digital My Passport USB3.0 External Hard Drive, 4 TB, WDBPKJ0040BBK-WESN,Black</a>"
A$0.050,A$49.87,A$399,8 TB,,"Internal 3.5""",HDD,New,"Western Digital Purple 8TB Surveillance Hard Drive, WD82PURZ","<a href=""https://www.amazon.com.au/dp/B07RRCQVN1"">Western Digital Purple 8TB Surveillance Hard Drive, WD82PURZ</a>"
A$0.051,A$50.52,A$253,5 TB,1 year,"External 3.5""",HDD,New,"Seagate Firecuda 5TB Game Drive Portable HDD, Black","<a href=""https://www.amazon.com.au/dp/B08Y1S6R1V"">Seagate Firecuda 5TB Game Drive Portable HDD, Black</a>"
A$0.051,A$51.00,A$102,2 TB,2 years,"Internal 3.5""",HDD,New,"Western Digital 2TB WD Blue PC Hard Drive - 7200 RPM Class, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD20EZBX","<a href=""https://www.amazon.com.au/dp/B08VH8R94B"">Western Digital 2TB WD Blue PC Hard Drive - 7200 RPM Class, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD20EZBX</a>"
A$0.052,A$51.59,"A$1,135",22 TB,5 years,"Internal 3.5""",HDD,New,"Western Digital Purple Pro Surveillance 22TB SATA Internal Hard Disk Drive, 3.5-Inch Size","<a href=""https://www.amazon.com.au/dp/B0B5VYRJ6Q"">Western Digital Purple Pro Surveillance 22TB SATA Internal Hard Disk Drive, 3.5-Inch Size</a>"
A$0.052,A$51.86,A$933,18 TB,5 years,Internal,SAS,New,"Seagate Exos X18 SAS 512e 3.5"" 18TB Internal Hard Disk HDD CMR 5 Year Warranty 256MB 7200rpm Enterprise Authorized Dealer ST18000NM004J","<a href=""https://www.amazon.com.au/dp/B08KJMXRN7"">Seagate Exos X18 SAS 512e 3.5"" 18TB Internal Hard Disk HDD CMR 5 Year Warranty 256MB 7200rpm Enterprise Authorized Dealer ST18000NM004J</a>"
A$0.052,A$51.87,A$830,16 TB,,Internal,SAS,New,Western Digital DC HC550 16TB 512MB SAS Ultra 512E SE P3,"<a href=""https://www.amazon.com.au/dp/B08H18YG3R"">Western Digital DC HC550 16TB 512MB SAS Ultra 512E SE P3</a>"
A$0.052,A$52.29,A$941,18 TB,,Internal,SAS,New,"Western Digital Ultrastar DC HC550 18 TB Hard Drive - 3.5"" Internal - SAS (12Gb/s SAS)","<a href=""https://www.amazon.com.au/dp/B09B3V79V3"">Western Digital Ultrastar DC HC550 18 TB Hard Drive - 3.5"" Internal - SAS (12Gb/s SAS)</a>"
A$0.052,A$52.29,A$941,18 TB,,Internal,SAS,New,Western Digital WD WUH721818AL5204 18TB SAS 12Gb/s 7.2K RPM 512M 0F38353 512e/4Kn SE HDD,"<a href=""https://www.amazon.com.au/dp/B08H1T5QY4"">Western Digital WD WUH721818AL5204 18TB SAS 12Gb/s 7.2K RPM 512M 0F38353 512e/4Kn SE HDD</a>"
A$0.053,A$52.52,A$53,1 TB,,"Internal 3.5""",HDD,New,"Western Digital WD Bulk WD10EURX 1TB AV GP SATA 6Gbs 3.5"", 1 TB","<a href=""https://www.amazon.com.au/dp/B007X15MNO"">Western Digital WD Bulk WD10EURX 1TB AV GP SATA 6Gbs 3.5"", 1 TB</a>"
A$0.053,A$52.53,A$210,4 TB,,"Internal 3.5""",HDD,New,Western Digital 4TB Purple Surveillance Hard Drive - WD40PURZ,"<a href=""https://www.amazon.com.au/dp/B071KVB4F8"">Western Digital 4TB Purple Surveillance Hard Drive - WD40PURZ</a>"
A$0.054,A$53.85,A$539,10 TB,,"Internal 3.5""",HDD,New,10TB Seagate IronWolf Pro ST10000NE000 NAS,"<a href=""https://www.amazon.com.au/dp/B097KXNXCH"">10TB Seagate IronWolf Pro ST10000NE000 NAS</a>"
A$0.054,A$54.00,A$108,2 TB,,"Internal 3.5""",HDD,New,"Seagate Barracuda ST2000DM008 internal hard drive 3.5"" 2000 GB Serial ATA III","<a href=""https://www.amazon.com.au/dp/B075QJTBVT"">Seagate Barracuda ST2000DM008 internal hard drive 3.5"" 2000 GB Serial ATA III</a>"
A$0.054,A$54.15,A$325,6 TB,,"Internal 3.5""",HDD,New,Seagate 6TB IronWolf ST6000VN001 5400RPM 256MB NAS,"<a href=""https://www.amazon.com.au/dp/B083JBZC5K"">Seagate 6TB IronWolf ST6000VN001 5400RPM 256MB NAS</a>"
A$0.054,A$54.32,A$217,4 TB,3 years,"Internal 3.5""",HDD,New,"Seagate 4TB IronWolf NAS SATA 6Gb/s NCQ 64MB Cache 3.5-Inch Internal Hard Drive (ST4000VN008),Silver","<a href=""https://www.amazon.com.au/dp/B01LOOJBQY"">Seagate 4TB IronWolf NAS SATA 6Gb/s NCQ 64MB Cache 3.5-Inch Internal Hard Drive (ST4000VN008),Silver</a>"
A$0.055,A$54.99,A$220,4 TB,,"Internal 3.5""",HDD,New,"Seagate Skyhawk CCTV Surveillance 4TB 3.5"" Internal Hard Disk Drive HDD DVR NVR, 24/7 Video Workloads, 5900 RPM Elinz","<a href=""https://www.amazon.com.au/dp/B084S59Q3M"">Seagate Skyhawk CCTV Surveillance 4TB 3.5"" Internal Hard Disk Drive HDD DVR NVR, 24/7 Video Workloads, 5900 RPM Elinz</a>"
A$0.055,A$55.24,A$331,6 TB,,"Internal 3.5""",HDD,New,"WD Red Plus 6TB NAS 3.5"" Internal Hard Drive - 5400 RPM Class, SATA 6 Gb/s, CMR, 256MB Cache","<a href=""https://www.amazon.com.au/dp/B0BNJD1FFR"">WD Red Plus 6TB NAS 3.5"" Internal Hard Drive - 5400 RPM Class, SATA 6 Gb/s, CMR, 256MB Cache</a>"
A$0.055,A$55.25,A$552,10 TB,5 years,"Internal 3.5""",HDD,New,"WD_BLACK Western Digital 10TB Performance Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD101FZBX","<a href=""https://www.amazon.com.au/dp/B08MKJPFZ7"">WD_BLACK Western Digital 10TB Performance Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD101FZBX</a>"
A$0.055,A$55.28,A$995,3 TB x6,,"External 3.5""",HDD,Used,Dell PowerVault MD3400 12-Bay San Disk Array with 6 x 3TB 7.2K HDD (Renewed),"<a href=""https://www.amazon.com.au/dp/B0DFBSQJS4"">Dell PowerVault MD3400 12-Bay San Disk Array with 6 x 3TB 7.2K HDD (Renewed)</a>"
A$0.055,A$55.49,A$222,4 TB,3 years,"Internal 3.5""",HDD,New,"Seagate IronWolf, Pro 4 TB, Enterprise Internal NAS HDD – CMR 3.5 Inch, SATA 6 Gb/s, 7,200 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST4000NTZ01)","<a href=""https://www.amazon.com.au/dp/B0B94JY5RF"">Seagate IronWolf, Pro 4 TB, Enterprise Internal NAS HDD – CMR 3.5 Inch, SATA 6 Gb/s, 7,200 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST4000NTZ01)</a>"
A$0.056,A$55.50,A$111,2 TB,3 years,"External 2.5""",HDD,New,"Western Digital My Passport USB3.0 External Hard Drive, WDBYVG0020BBL-WESN,Blue, 2TB","<a href=""https://www.amazon.com.au/dp/B07VTGBWYH"">Western Digital My Passport USB3.0 External Hard Drive, WDBYVG0020BBL-WESN,Blue, 2TB</a>"
A$0.056,A$55.99,A$784,14 TB,,"Internal 3.5""",HDD,New,Toshiba N300 14TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 GB/s 7200 RPM 256 MB Cache - HDWG21EXZSTA,"<a href=""https://www.amazon.com.au/dp/B07N8Z821L"">Toshiba N300 14TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 GB/s 7200 RPM 256 MB Cache - HDWG21EXZSTA</a>"
A$0.056,A$56.08,A$673,12 TB,5 years,"Internal 3.5""",HDD,New,Western Digital 12TB Gold Enterprise-Class Hard Drive - WD121KRYZ,"<a href=""https://www.amazon.com.au/dp/B075L6FJH8"">Western Digital 12TB Gold Enterprise-Class Hard Drive - WD121KRYZ</a>"
A$0.056,A$56.19,A$899,16 TB,,"External 3.5""",HDD,New,WD 16TB Black My Book Duo Desktop RAID External Hard Drive USB 3.1 Gen 11 - WDBFBE0160JBK-AESN,"<a href=""https://www.amazon.com.au/dp/B077DFFYCQ"">WD 16TB Black My Book Duo Desktop RAID External Hard Drive USB 3.1 Gen 11 - WDBFBE0160JBK-AESN</a>"
A$0.056,A$56.25,A$18,32 GB x10,,USB,Flash,New,"Wholesale 10 Pack 1MB-32GB Bulk Pack USB Flash Drives Swivel Thumb Drive Memory Stick, Black (16MB (not GB))","<a href=""https://www.amazon.com.au/dp/B07GYY3Y8T"">Wholesale 10 Pack 1MB-32GB Bulk Pack USB Flash Drives Swivel Thumb Drive Memory Stick, Black (16MB (not GB))</a>"
A$0.057,A$57.14,A$229,4 TB,,"Internal 3.5""",HDD,New,"WD Red Plus 4TB NAS 3.5"" Internal Hard Drive - 5400 RPM Class, SATA 6 Gb/s, CMR, 64MB Cache","<a href=""https://www.amazon.com.au/dp/B08L3H51DX"">WD Red Plus 4TB NAS 3.5"" Internal Hard Drive - 5400 RPM Class, SATA 6 Gb/s, CMR, 64MB Cache</a>"
A$0.057,A$57.26,A$229,4 TB,,"Internal 3.5""",HDD,New,Toshiba X300 4TB Performance & Gaming 3.5-Inch Internal Hard Drive – CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWR740XZSTA,"<a href=""https://www.amazon.com.au/dp/B0CYQHHNBK"">Toshiba X300 4TB Performance & Gaming 3.5-Inch Internal Hard Drive – CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWR740XZSTA</a>"
A$0.057,A$57.42,A$230,4 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital Hard Drive, 4 TB, SATA3, 128 MB, 24/7, Red/Silver/Black","<a href=""https://www.amazon.com.au/dp/B08VH8C3WZ"">Western Digital Hard Drive, 4 TB, SATA3, 128 MB, 24/7, Red/Silver/Black</a>"
A$0.058,A$57.61,A$115,2 TB,3 years,"External 3.5""",HDD,New,"Toshiba Canvio Partner 2TB USB-C Portable External Hard Drive, Black","<a href=""https://www.amazon.com.au/dp/B0CB46K743"">Toshiba Canvio Partner 2TB USB-C Portable External Hard Drive, Black</a>"
A$0.058,A$57.75,A$693,12 TB,5 years,"Internal 3.5""",HDD,New,"Western Digital HUH721212ALE604 Ultrastar DC SATA HDD - 7200 RPM Class, SATA 6 Gb/s, 3.5"" 12TB","<a href=""https://www.amazon.com.au/dp/B07HF9RJZC"">Western Digital HUH721212ALE604 Ultrastar DC SATA HDD - 7200 RPM Class, SATA 6 Gb/s, 3.5"" 12TB</a>"
A$0.058,A$58.00,A$116,2 TB,3 years,"External 3.5""",HDD,New,"Silicon Power Armor A62 Game Drive 2TB USB 3.0 External Portable Hard Drive, Compatible with PS5 PS4 Xbox PC Mac Gaming Consoles, Military-Grade Shockproof Water-Resistant HDD - Red","<a href=""https://www.amazon.com.au/dp/B076HZJXPH"">Silicon Power Armor A62 Game Drive 2TB USB 3.0 External Portable Hard Drive, Compatible with PS5 PS4 Xbox PC Mac Gaming Consoles, Military-Grade Shockproof Water-Resistant HDD - Red</a>"
A$0.059,A$58.66,A$469,8 TB,3 years,"Internal 3.5""",HDD,New,"WD Red 8TB NAS Internal Hard Drive - 5400 RPM Class, SATA 6 Gb/s, 256 MB Cache, CMR, 3.5"" - WD80EFAX","<a href=""https://www.amazon.com.au/dp/B07D3MWMNZ"">WD Red 8TB NAS Internal Hard Drive - 5400 RPM Class, SATA 6 Gb/s, 256 MB Cache, CMR, 3.5"" - WD80EFAX</a>"
A$0.059,A$59.00,A$118,2 TB,,"Internal 3.5""",HDD,New,WD Purple 2TB HDD,"<a href=""https://www.amazon.com.au/dp/B07ZQ241X1"">WD Purple 2TB HDD</a>"
A$0.059,A$59.40,A$238,4 TB,3 years,"Internal 3.5""",HDD,New,"Seagate FireCuda HDD, 4 TB, Internal Hard Drive HDD - 3.5 Inch CMR SATA 6 Gb/s 7,200 RPM 256 MB Cache 300 TB/Year, 3 Year Rescue Services (ST4000DXZ05)","<a href=""https://www.amazon.com.au/dp/B09SBKXNKQ"">Seagate FireCuda HDD, 4 TB, Internal Hard Drive HDD - 3.5 Inch CMR SATA 6 Gb/s 7,200 RPM 256 MB Cache 300 TB/Year, 3 Year Rescue Services (ST4000DXZ05)</a>"
A$0.059,A$59.50,A$119,2 TB,3 years,"External 3.5""",HDD,New,Toshiba 2TB Canvio Basics Portable Hard Drive Storage,"<a href=""https://www.amazon.com.au/dp/B07DNDLHH8"">Toshiba 2TB Canvio Basics Portable Hard Drive Storage</a>"
A$0.059,A$59.50,A$119,2 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital 2TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 64 MB Cache, 3.5"" - WD23PURZ","<a href=""https://www.amazon.com.au/dp/B0C4WX4YPD"">Western Digital 2TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 64 MB Cache, 3.5"" - WD23PURZ</a>"
A$0.060,A$59.51,A$357,6 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital Hard Drive, 6 TB, SATA3, 128 MB, 24/7, Red/Silver/Black","<a href=""https://www.amazon.com.au/dp/B08TZYBMMC"">Western Digital Hard Drive, 6 TB, SATA3, 128 MB, 24/7, Red/Silver/Black</a>"
A$0.060,A$59.65,A$597,10 TB,,"Internal 3.5""",HDD,New,Exos 7E10 10TB 512E/4kn SAS,"<a href=""https://www.amazon.com.au/dp/B09FH8VHSZ"">Exos 7E10 10TB 512E/4kn SAS</a>"
A$0.060,A$59.70,A$597,10 TB,,"Internal 3.5""",HDD,New,Exos X18 10TB HDD 512E/4KN SATA,"<a href=""https://www.amazon.com.au/dp/B09YNN27DR"">Exos X18 10TB HDD 512E/4KN SATA</a>"
A$0.060,A$59.74,A$119,2 TB,2 years,"External 3.5""",HDD,New,"WD Western Digital 2TB Elements Portable USB 3.0 High-Capacity Hard Drive, WDBU6Y0020BBK, WESN,Black","<a href=""https://www.amazon.com.au/dp/B06W55K9N6"">WD Western Digital 2TB Elements Portable USB 3.0 High-Capacity Hard Drive, WDBU6Y0020BBK, WESN,Black</a>"
A$0.060,A$59.75,A$239,4 TB,3 years,"Internal 3.5""",HDD,New,"Synology HAT3300 4TB Plus Series SATA HDD 3.5"" (HAT3300-4T)","<a href=""https://www.amazon.com.au/dp/B0C7FPRSK3"">Synology HAT3300 4TB Plus Series SATA HDD 3.5"" (HAT3300-4T)</a>"
A$0.060,A$59.80,A$239,4 TB,2 years,"Internal 3.5""",HDD,New,MaxDigital 4TB 7200RPM 64MB Cache SATA III 6.0Gb/s (Enterprise Storage) 8.9cm Internal Hard Drive w/2 Year Warranty,"<a href=""https://www.amazon.com.au/dp/B072WMLS52"">MaxDigital 4TB 7200RPM 64MB Cache SATA III 6.0Gb/s (Enterprise Storage) 8.9cm Internal Hard Drive w/2 Year Warranty</a>"
A$0.060,A$60.26,A$121,2 TB,,"External 3.5""",HDD,New,"Toshiba Canvio Advance V10 2TB USB 3.0 Portable External Hard Drive, Black","<a href=""https://www.amazon.com.au/dp/B08XYZ4P51"">Toshiba Canvio Advance V10 2TB USB 3.0 Portable External Hard Drive, Black</a>"
A$0.061,A$60.67,A$61,1 TB,,"Internal 3.5""",HDD,New,"Western Digital AV-GP 1 TB AV Video Hard Drive: 3.5 Inch, SATA III, 64 MB Cache - WD10EURX","<a href=""https://www.amazon.com.au/dp/B006IMFT32"">Western Digital AV-GP 1 TB AV Video Hard Drive: 3.5 Inch, SATA III, 64 MB Cache - WD10EURX</a>"
A$0.061,A$61.20,A$31,500 GB,,"Internal 2.5""",HDD,New,500GB Toshiba 2.5-inch SATA Laptop Hard Drive (5400rpm 8MB Cache) MQ01ABD050,"<a href=""https://www.amazon.com.au/dp/B008RZLSWE"">500GB Toshiba 2.5-inch SATA Laptop Hard Drive (5400rpm 8MB Cache) MQ01ABD050</a>"
A$0.061,A$61.42,A$983,16 TB,3 years,"Internal 3.5""",HDD,New,"Seagate IronWolf ST16000VN001 Internal Hard Drive 3.5"" 16000 GB Serial ATA III","<a href=""https://www.amazon.com.au/dp/B07SNW9W48"">Seagate IronWolf ST16000VN001 Internal Hard Drive 3.5"" 16000 GB Serial ATA III</a>"
A$0.062,A$62.11,A$870,14 TB,5 years,"Internal 3.5""",HDD,New,"Western Digital Red Pro 14TB NAS Hard Drive, WD141KFGX","<a href=""https://www.amazon.com.au/dp/B07YFGW736"">Western Digital Red Pro 14TB NAS Hard Drive, WD141KFGX</a>"
A$0.063,A$62.60,A$313,5 TB,1 year,"External 3.5""",HDD,New,Seagate Expansion Portable HDD 5 TB,"<a href=""https://www.amazon.com.au/dp/B08ZJFYB9J"">Seagate Expansion Portable HDD 5 TB</a>"
A$0.063,A$63.28,A$380,6 TB,2 years,"Internal 3.5""",HDD,New,"Seagate IronWolf Pro ST16000NE000 Internal Hard Drive 3.5"" 6 TB Serial ATA","<a href=""https://www.amazon.com.au/dp/B07SZ3FM44"">Seagate IronWolf Pro ST16000NE000 Internal Hard Drive 3.5"" 6 TB Serial ATA</a>"
A$0.064,A$63.66,A$127,2 TB,2 years,"Internal 3.5""",HDD,New,Seagate Skyhawk 2TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with in-House Rescue Services (ST2000VXZ17/017),"<a href=""https://www.amazon.com.au/dp/B0BLT5G238"">Seagate Skyhawk 2TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with in-House Rescue Services (ST2000VXZ17/017)</a>"
A$0.064,A$63.84,A$383,6 TB,,"Internal 3.5""",HDD,New,"Western Digital 6TB Ultrastar DC HC310 7200 RPM SATA 6.0Gb/s 3.5"" Data Center Internal Hard Drive Model 0B36039","<a href=""https://www.amazon.com.au/dp/B0796J5141"">Western Digital 6TB Ultrastar DC HC310 7200 RPM SATA 6.0Gb/s 3.5"" Data Center Internal Hard Drive Model 0B36039</a>"
A$0.064,A$64.17,A$64,1 TB,,"Internal 2.5""",HDD,New,"Toshiba MQ04ABF100 1TB/1000GB 5400rpm Sata 7mm 2.5in Hard Drive 128mb, 6 Gbit/s,Mechanical Hard Disk","<a href=""https://www.amazon.com.au/dp/B07D2XR1CS"">Toshiba MQ04ABF100 1TB/1000GB 5400rpm Sata 7mm 2.5in Hard Drive 128mb, 6 Gbit/s,Mechanical Hard Disk</a>"
A$0.065,A$64.50,A$129,2 TB,3 years,"External 2.5""",HDD,New,"Western Digital My Passport for MAC USB3.0 and USB-C External Hard Drive, 2 TB, WDBA2D0020BBL-WESN","<a href=""https://www.amazon.com.au/dp/B07VSPL8FJ"">Western Digital My Passport for MAC USB3.0 and USB-C External Hard Drive, 2 TB, WDBA2D0020BBL-WESN</a>"
A$0.066,A$65.53,A$66,1 TB,,"Internal 2.5""",HDD,New,Samsung SpinPoint SATA 5400rpm 8 MB Cache 1 TB 2.5-Inch Hard Drive (M8 HN-M101MBB),"<a href=""https://www.amazon.com.au/dp/B0053YLTBC"">Samsung SpinPoint SATA 5400rpm 8 MB Cache 1 TB 2.5-Inch Hard Drive (M8 HN-M101MBB)</a>"
A$0.066,A$65.53,A$262,4 TB,5 years,"Internal 3.5""",HDD,New,Western Digital 4TB Red Pro NAS Hard Drive - WD4003FFBX,"<a href=""https://www.amazon.com.au/dp/B07B1WK3N5"">Western Digital 4TB Red Pro NAS Hard Drive - WD4003FFBX</a>"
A$0.066,A$65.71,A$66,1 TB,,"Internal 2.5""",HDD,New,Toshiba MQ01ABD100 1TB SATA 3GB/s 5400RPM 2.5 Inch 9.5mm Internal Hard Drive,"<a href=""https://www.amazon.com.au/dp/B009AYVNMQ"">Toshiba MQ01ABD100 1TB SATA 3GB/s 5400RPM 2.5 Inch 9.5mm Internal Hard Drive</a>"
A$0.067,A$66.62,A$533,8 TB,,"Internal 3.5""",HDD,New,Seagate FireCuda HDD 8TB Internal Hard Drive HDD - 3.5 Inch CMR SATA 6Gb/s 7200RPM 256MB Cache 300TB/year with Rescue Services (ST8000DX001),"<a href=""https://www.amazon.com.au/dp/B09SBL7X1W"">Seagate FireCuda HDD 8TB Internal Hard Drive HDD - 3.5 Inch CMR SATA 6Gb/s 7200RPM 256MB Cache 300TB/year with Rescue Services (ST8000DX001)</a>"
A$0.067,A$66.69,A$267,4 TB,,"Internal 3.5""",HDD,New,Seagate Enterprise Capacity 3.5 HDD (Constellation ES) 4TB 7200RPM,"<a href=""https://www.amazon.com.au/dp/B00A45JFJS"">Seagate Enterprise Capacity 3.5 HDD (Constellation ES) 4TB 7200RPM</a>"
A$0.067,A$67.00,A$402,6 TB,,"Internal 3.5""",HDD,New,"Seagate HDD Ironwolf 3,5"" 6TB SATA 6GB/s","<a href=""https://www.amazon.com.au/dp/B0BNGNKZ1Z"">Seagate HDD Ironwolf 3,5"" 6TB SATA 6GB/s</a>"
A$0.067,A$67.01,A$134,2 TB,,"External 3.5""",HDD,New,"Toshiba Canvio Advance 2TB Portable External Hard Drive USB 3.0, Red - HDTCA20XR3AA","<a href=""https://www.amazon.com.au/dp/B08JKGG97R"">Toshiba Canvio Advance 2TB Portable External Hard Drive USB 3.0, Red - HDTCA20XR3AA</a>"
A$0.068,A$67.66,A$406,6 TB,,"Internal 3.5""",HDD,New,"Western Digital 6TB WD Gold Enterprise Class Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD6003FRYZ","<a href=""https://www.amazon.com.au/dp/B07XHCT33G"">Western Digital 6TB WD Gold Enterprise Class Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD6003FRYZ</a>"
A$0.068,A$67.83,A$339,5 TB,2 years,"Internal 2.5""",HDD,New,Seagate 5TB Barracuda Sata 6GB/s 128MB Cache 2.5-Inch 15mm Internal Bare/OEM Hard Drive (ST5000LM000),"<a href=""https://www.amazon.com.au/dp/B01M0AADIX"">Seagate 5TB Barracuda Sata 6GB/s 128MB Cache 2.5-Inch 15mm Internal Bare/OEM Hard Drive (ST5000LM000)</a>"
A$0.068,A$67.86,A$136,2 TB,,"Internal 3.5""",HDD,New,"Seagate Skyhawk ST2000VX017 2 TB Hard Drive - 3.5"" Internal - SATA (SATA/600) - Conventional Magnetic Recording (CMR) Method - Video Surveillance System Device Supported - 5400rpm [ST2000VX017]","<a href=""https://www.amazon.com.au/dp/B0BLT5TXQH"">Seagate Skyhawk ST2000VX017 2 TB Hard Drive - 3.5"" Internal - SATA (SATA/600) - Conventional Magnetic Recording (CMR) Method - Video Surveillance System Device Supported - 5400rpm [ST2000VX017]</a>"
A$0.069,A$68.51,A$137,2 TB,2 years,"Internal 2.5""",HDD,New,"Western Digital WD20SPZX Blue 2TB 2.5"" HDD SATA 6Gb/s 5400RPM 128MB Cache SMRTech 2yrs Wty","<a href=""https://www.amazon.com.au/dp/B079BQS5WQ"">Western Digital WD20SPZX Blue 2TB 2.5"" HDD SATA 6Gb/s 5400RPM 128MB Cache SMRTech 2yrs Wty</a>"
A$0.069,A$68.75,"A$1,100",16 TB,5 years,"External 3.5""",HDD,New,"LaCie 1big Dock Thunderbolt3 External Hard Drive, 16TB","<a href=""https://www.amazon.com.au/dp/B085G222YK"">LaCie 1big Dock Thunderbolt3 External Hard Drive, 16TB</a>"
A$0.069,A$68.82,A$138,2 TB,3 years,"External 2.5""",HDD,New,Seagate Boba Fett Drive Special Edition FireCuda External Hard Drive 2TB Officially-Licensed - 2.5 Inch USB 3.2 Gen 1 Red LED RGB Lighting with Rescue Services (STKL2000406),"<a href=""https://www.amazon.com.au/dp/B09TTW19JP"">Seagate Boba Fett Drive Special Edition FireCuda External Hard Drive 2TB Officially-Licensed - 2.5 Inch USB 3.2 Gen 1 Red LED RGB Lighting with Rescue Services (STKL2000406)</a>"
A$0.069,A$69.00,A$69,1 TB,,M.2,SATA,New,Adata SSD 1TB PCIe Gen4x4 M.2 2280 Legend 800 Series ALEG-800-1000GCS-EC,"<a href=""https://www.amazon.com.au/dp/B0CXJ54TM8"">Adata SSD 1TB PCIe Gen4x4 M.2 2280 Legend 800 Series ALEG-800-1000GCS-EC</a>"
A$0.069,A$69.12,A$553,8 TB,,"Internal 3.5""",HDD,New,Seagate 8TB 7200 RPM HDD,"<a href=""https://www.amazon.com.au/dp/B07SW1BH6Q"">Seagate 8TB 7200 RPM HDD</a>"
A$0.069,A$69.34,A$139,2 TB,,"Internal 2.5""",HDD,New,"2TB Seagate Mobile HDD 2.5"" SATA Laptop Hard Drive (7mm, 128MB Cache)","<a href=""https://www.amazon.com.au/dp/B01BVS75MK"">2TB Seagate Mobile HDD 2.5"" SATA Laptop Hard Drive (7mm, 128MB Cache)</a>"
A$0.070,A$69.79,A$279,4 TB,,"Internal 3.5""",HDD,New,"Western Digital 4TB WD Black Gaming Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD4006FZBX","<a href=""https://www.amazon.com.au/dp/B0D1TZ4Z34"">Western Digital 4TB WD Black Gaming Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD4006FZBX</a>"
A$0.070,A$69.80,A$279,4 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital Red 4TB NAS Hard Drive, 4000, 3.5, WD40EFAX","<a href=""https://www.amazon.com.au/dp/B083XVY99B"">Western Digital Red 4TB NAS Hard Drive, 4000, 3.5, WD40EFAX</a>"
A$0.070,A$70.00,A$140,2 TB,,Internal,SSD,New,"Patriot P220 2TB Internal SSD - SATA 3 2.5"" - Solid State Drive - P220S2TB25","<a href=""https://www.amazon.com.au/dp/B0BWRHR75Z"">Patriot P220 2TB Internal SSD - SATA 3 2.5"" - Solid State Drive - P220S2TB25</a>"
A$0.070,A$70.07,A$70,1 TB,1 year,"Internal 2.5""",HDD,New,Toshiba 1TB 5400RPM 8MB Cache SATA 3.0Gb/s 2.5 inch Notebook Hard Drive (MQ01ABD100V) - 1 Year Warranty,"<a href=""https://www.amazon.com.au/dp/B07NGTZWWZ"">Toshiba 1TB 5400RPM 8MB Cache SATA 3.0Gb/s 2.5 inch Notebook Hard Drive (MQ01ABD100V) - 1 Year Warranty</a>"
A$0.071,A$70.58,A$141,2 TB,,"Internal 3.5""",HDD,New,Seagate Barracuda 2 TB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 64 MB Cache for Computer Desktop PC Laptop (ST2000DM008),"<a href=""https://www.amazon.com.au/dp/B01ICLGJF8"">Seagate Barracuda 2 TB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 64 MB Cache for Computer Desktop PC Laptop (ST2000DM008)</a>"
A$0.071,A$71.00,A$142,2 TB,,Internal,SSD,New,"Patriot P210 SATA 3 2TB Internal Solid State Drive 2.5"" SSD- P210S2TB25","<a href=""https://www.amazon.com.au/dp/B087K9L7S7"">Patriot P210 SATA 3 2TB Internal Solid State Drive 2.5"" SSD- P210S2TB25</a>"
