Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
A$0.037,A$37.42,A$449,12 TB,,"Internal 3.5""",HDD,New,Seagate Exos X18 Enterprise 12TB 512e/4Kn 3.5in SATA HDD ST12000NM000J,"<a href=""https://www.amazon.com.au/dp/B09T75ZXYX"">Seagate Exos X18 Enterprise 12TB 512e/4Kn 3.5in SATA HDD ST12000NM000J</a>"
A$0.037,A$37.45,A$599,16 TB,2 years,"External 3.5""",HDD,New,"WD 16TB Elements Desktop External Hard Drive - USB 3.0, Additional Storage for Photos, Music, Videos and All Other Files, Black","<a href=""https://www.amazon.com.au/dp/B08KY4P7L5"">WD 16TB Elements Desktop External Hard Drive - USB 3.0, Additional Storage for Photos, Music, Videos and All Other Files, Black</a>"
A$0.038,A$37.79,A$529,14 TB,2 years,"External 3.5""",HDD,New,"Western Digital Elements Desktop Storage, 14 TB, WDBBKG0140HBK-AESN (Australian Version), Black","<a href=""https://www.amazon.com.au/dp/B084SYCJFP"">Western Digital Elements Desktop Storage, 14 TB, WDBBKG0140HBK-AESN (Australian Version), Black</a>"
A$0.038,A$37.83,A$681,18 TB,,"Internal 3.5""",HDD,New,Seagate IronWolf Pro NAS HDD 3.5 Inch 18TB 7.2K SATA,"<a href=""https://www.amazon.com.au/dp/B093Z5RD9M"">Seagate IronWolf Pro NAS HDD 3.5 Inch 18TB 7.2K SATA</a>"
A$0.038,A$37.85,A$227,6 TB,,"Internal 3.5""",HDD,New,Seagate Skyhawk 6TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with in-House Rescue Services – Frustration Free Packaging (ST6000VXZ09),"<a href=""https://www.amazon.com.au/dp/B0BLT1WXKC"">Seagate Skyhawk 6TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with in-House Rescue Services – Frustration Free Packaging (ST6000VXZ09)</a>"
A$0.038,A$37.95,A$911,24 TB,,"External 3.5""",HDD,New,"WD 24TB Elements Desktop External Hard Drive for Plug-and-Play Storage, USB 3.2 Gen1 - WDBWLG0240HBK-NESN","<a href=""https://www.amazon.com.au/dp/B0D7N5XRSV"">WD 24TB Elements Desktop External Hard Drive for Plug-and-Play Storage, USB 3.2 Gen1 - WDBWLG0240HBK-NESN</a>"
A$0.038,A$38.00,A$19,500 GB,6 months,"Internal 3.5""",HDD,New,"Western Digital WD5000AVCS 500GB 3.5"" Internal SATA Hard Drive","<a href=""https://www.amazon.com.au/dp/B08SR16LS6"">Western Digital WD5000AVCS 500GB 3.5"" Internal SATA Hard Drive</a>"
A$0.038,A$38.00,A$19,500 GB,,"Internal 2.5""",HDD,Used,"Seagate Momentus Thin 5400.9 500 GB Internal 5400 RPM 2.5"" Hard Drive (Renewed)","<a href=""https://www.amazon.com.au/dp/B0CVSHZ25J"">Seagate Momentus Thin 5400.9 500 GB Internal 5400 RPM 2.5"" Hard Drive (Renewed)</a>"
A$0.038,A$38.00,A$19,500 GB,,"Internal 2.5""",HDD,Used,"Seagate ST500LM021 500GB 7200 RPM 2.5"" Internal Hard Disk Drive Thin (Renewed)","<a href=""https://www.amazon.com.au/dp/B0CVSHYB77"">Seagate ST500LM021 500GB 7200 RPM 2.5"" Internal Hard Disk Drive Thin (Renewed)</a>"
A$0.038,A$38.45,A$461,12 TB,,"Internal 3.5""",HDD,New,Toshiba MG Series Enterprise 12TB 3.5’’ SATA 6Gbit/s Internal HDD 7200RPM 550TB/year 24/7 Operation. MG07ACA12TE,"<a href=""https://www.amazon.com.au/dp/B07DNVC4S6"">Toshiba MG Series Enterprise 12TB 3.5’’ SATA 6Gbit/s Internal HDD 7200RPM 550TB/year 24/7 Operation. MG07ACA12TE</a>"
A$0.039,A$38.62,A$309,8 TB,2 years,"Internal 3.5""",HDD,New,Seagate Skyhawk 8TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with in-House Rescue Services (ST8000VX010),"<a href=""https://www.amazon.com.au/dp/B0BLT41GSM"">Seagate Skyhawk 8TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with in-House Rescue Services (ST8000VX010)</a>"
A$0.039,A$38.73,A$542,14 TB,,"Internal 3.5""",HDD,New,"Toshiba 14TB Enterprise Internal Hard Drive – MG Series 3.5' SATA HDD Mainstream Server and Storage, 24/7 Reliable Operation, Hyperscale and Cloud Storage (MG07ACA14TE)","<a href=""https://www.amazon.com.au/dp/B07DHY61JP"">Toshiba 14TB Enterprise Internal Hard Drive – MG Series 3.5' SATA HDD Mainstream Server and Storage, 24/7 Reliable Operation, Hyperscale and Cloud Storage (MG07ACA14TE)</a>"
A$0.039,A$38.85,A$388,10 TB,2 years,"Internal 3.5""",HDD,New,"Western Digital 10TB Elements Desktop Hard Drive, WDBBKG0100HBK-AESN (Australian Version), Black","<a href=""https://www.amazon.com.au/dp/B07G364YHX"">Western Digital 10TB Elements Desktop Hard Drive, WDBBKG0100HBK-AESN (Australian Version), Black</a>"
A$0.039,A$38.86,A$155,4 TB,3 years,"Internal 3.5""",HDD,New,Seagate Skyhawk 4TB Internal Hard Drive HDD Video Recording up to 64 Cameras 3.5 Inch 64MB Cache SATA 6Gb/s Silver FFP Includes 3 Year Rescue Service Model No. ST4000VXZ16,"<a href=""https://www.amazon.com.au/dp/B0B1JPYH2Z"">Seagate Skyhawk 4TB Internal Hard Drive HDD Video Recording up to 64 Cameras 3.5 Inch 64MB Cache SATA 6Gb/s Silver FFP Includes 3 Year Rescue Service Model No. ST4000VXZ16</a>"
A$0.039,A$38.90,A$389,10 TB,,"Internal 3.5""",HDD,New,"Seagate IronWolf 10TB NAS Internal Hard Drive HDD – CMR 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage, with Rescue Service (ST10000VN0008)","<a href=""https://www.amazon.com.au/dp/B085ZB51HW"">Seagate IronWolf 10TB NAS Internal Hard Drive HDD – CMR 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage, with Rescue Service (ST10000VN0008)</a>"
A$0.039,A$39.08,A$313,8 TB,,"Internal 3.5""",HDD,New,Seagate IronWolf ST8000VNZ02 8TB Internal Hard Drive NAS HDD 3.5 Inch 5400 RPM 256 MB Cache SATA 6 Gb/s Silver,"<a href=""https://www.amazon.com.au/dp/B0BM4T2L86"">Seagate IronWolf ST8000VNZ02 8TB Internal Hard Drive NAS HDD 3.5 Inch 5400 RPM 256 MB Cache SATA 6 Gb/s Silver</a>"
A$0.039,A$39.13,A$548,14 TB,,"Internal 3.5""",HDD,New,"Western Digital 14TB WD Purple Pro Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 512 MB Cache, 3.5"" - WD142PURP","<a href=""https://www.amazon.com.au/dp/B0CDTT9ZP7"">Western Digital 14TB WD Purple Pro Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 512 MB Cache, 3.5"" - WD142PURP</a>"
A$0.039,A$39.26,A$314,8 TB,,"Internal 3.5""",HDD,New,Seagate IronWolf 8TB NAS Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage – Frustration Free Packaging (ST8000VNZ04/N004),"<a href=""https://www.amazon.com.au/dp/B084ZV4DXB"">Seagate IronWolf 8TB NAS Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage – Frustration Free Packaging (ST8000VNZ04/N004)</a>"
A$0.039,A$39.40,A$315,8 TB,2 years,"External 3.5""",HDD,New,Seagate 8TB Expansion Desktop Hard Drive,"<a href=""https://www.amazon.com.au/dp/B093BWLBYY"">Seagate 8TB Expansion Desktop Hard Drive</a>"
A$0.039,A$39.44,A$237,6 TB,3 years,"External 3.5""",HDD,New,"Seagate Expansion 6TB USB 3.0 Desktop HDD, Black","<a href=""https://www.amazon.com.au/dp/B092R599W5"">Seagate Expansion 6TB USB 3.0 Desktop HDD, Black</a>"
A$0.039,A$39.49,A$316,8 TB,,"Internal 3.5""",HDD,New,"HGST Ultrastar 8TB 3,5 SATA III **New Retail**, 0B36404 (**New Retail**)","<a href=""https://www.amazon.com.au/dp/B07CJLK8TX"">HGST Ultrastar 8TB 3,5 SATA III **New Retail**, 0B36404 (**New Retail**)</a>"
A$0.040,A$39.51,A$553,14 TB,5 years,"Internal 3.5""",HDD,New,"Western Digital 14TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 512 MB Cache, 3.5"" -WD142KFGX","<a href=""https://www.amazon.com.au/dp/B0CD2XBZWR"">Western Digital 14TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 512 MB Cache, 3.5"" -WD142KFGX</a>"
A$0.040,A$39.57,A$198,5 TB,2 years,"External 2.5""",HDD,New,"Western Digital Elements WDBU6Y0050BBK-WESN Portable Hard Drive, 5 TB, Black","<a href=""https://www.amazon.com.au/dp/B07X41PWTY"">Western Digital Elements WDBU6Y0050BBK-WESN Portable Hard Drive, 5 TB, Black</a>"
A$0.040,A$39.65,A$872,22 TB,,"External 3.5""",HDD,New,"WD 22TB My Book Desktop External Hard Drive, USB 3.0, External HDD with Password Protection and Backup Software - WDBBGB0220HBK-NESN","<a href=""https://www.amazon.com.au/dp/B0BTFTYK5W"">WD 22TB My Book Desktop External Hard Drive, USB 3.0, External HDD with Password Protection and Backup Software - WDBBGB0220HBK-NESN</a>"
A$0.040,A$39.75,A$159,4 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital 4TB WD Red Plus NAS Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" -WD40EFPX","<a href=""https://www.amazon.com.au/dp/B0BDXSK2K7"">Western Digital 4TB WD Red Plus NAS Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" -WD40EFPX</a>"
A$0.040,A$39.90,A$20,500 GB,,"Internal 3.5""",HDD,Used,Western Digital Blue 500Gb 3.5″ Inch Sata HDD Desktop Hard Disk Drive Used (Renewed),"<a href=""https://www.amazon.com.au/dp/B0DBRZV7N2"">Western Digital Blue 500Gb 3.5″ Inch Sata HDD Desktop Hard Disk Drive Used (Renewed)</a>"
A$0.040,A$40.00,A$20,500 GB,,"Internal 2.5""",HDD,Used,"Western Digital Scorpio Blue 500GB 2.5"" HDD for Laptop WD5000LPVT-22G33T0 (Renewed)","<a href=""https://www.amazon.com.au/dp/B0CVS8CT5W"">Western Digital Scorpio Blue 500GB 2.5"" HDD for Laptop WD5000LPVT-22G33T0 (Renewed)</a>"
A$0.040,A$40.21,A$643,16 TB,1 year,"External 3.5""",HDD,New,"Seagate FireCuda 16TB Gaming Hub External Hard Drive, Black","<a href=""https://www.amazon.com.au/dp/B08Y1QYWR5"">Seagate FireCuda 16TB Gaming Hub External Hard Drive, Black</a>"
A$0.040,A$40.49,A$648,16 TB,,"External 3.5""",HDD,New,"WD 16TB My Book External Hard Drive, Desktop HDD with Password Protection, USB 3.0, SuperSpeed USB, Software for Device Management, Backup, Hardware encryption, Works with PC and Mac, Black","<a href=""https://www.amazon.com.au/dp/B08KY99GPL"">WD 16TB My Book External Hard Drive, Desktop HDD with Password Protection, USB 3.0, SuperSpeed USB, Software for Device Management, Backup, Hardware encryption, Works with PC and Mac, Black</a>"
A$0.040,A$40.49,A$162,4 TB,,"Internal 2.5""",HDD,Used,Seagate Barracuda ST4000LM024 4 TB 2.5in Internal Hard Drive (Renewed),"<a href=""https://www.amazon.com.au/dp/B07N8JY4VZ"">Seagate Barracuda ST4000LM024 4 TB 2.5in Internal Hard Drive (Renewed)</a>"
A$0.041,A$40.50,A$162,4 TB,2 years,"Internal 3.5""",HDD,New,Seagate Ironwolf Serial ATA III 4000 GB Internal Hard Drive 3.5 Inch Size,"<a href=""https://www.amazon.com.au/dp/B09RMRKC9P"">Seagate Ironwolf Serial ATA III 4000 GB Internal Hard Drive 3.5 Inch Size</a>"
A$0.041,A$40.53,A$162,4 TB,,"Internal 3.5""",HDD,New,"Seagate Enterprise ST4000NM0035 4000GB Serial ATA III Internal Hard Drive - Internal Hard Drives (4000 GB, Serial ATA III, 7200 RPM, 3.5"", HDD, 128 MB)","<a href=""https://www.amazon.com.au/dp/B01CG0DD1E"">Seagate Enterprise ST4000NM0035 4000GB Serial ATA III Internal Hard Drive - Internal Hard Drives (4000 GB, Serial ATA III, 7200 RPM, 3.5"", HDD, 128 MB)</a>"
A$0.041,A$40.71,A$244,6 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital 6TB WD Red Plus NAS Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" -WD60EFPX","<a href=""https://www.amazon.com.au/dp/B0BDXQ61Z9"">Western Digital 6TB WD Red Plus NAS Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" -WD60EFPX</a>"
A$0.041,A$40.80,A$204,5 TB,2 years,"External 2.5""",HDD,New,"Western Digital Elements SE 5TB USB3 2.5"" External Hard Disk Drive","<a href=""https://www.amazon.com.au/dp/B082Q49T6N"">Western Digital Elements SE 5TB USB3 2.5"" External Hard Disk Drive</a>"
A$0.041,A$40.83,A$327,8 TB,1 year,"External 3.5""",HDD,New,Seagate STKK8000400 Firecuda 8TB Gaming Hub External Hard Drive Black,"<a href=""https://www.amazon.com.au/dp/B08Y1QZP47"">Seagate STKK8000400 Firecuda 8TB Gaming Hub External Hard Drive Black</a>"
A$0.041,A$41.00,A$164,4 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital 4TB WD Blue PC Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD40EZAX","<a href=""https://www.amazon.com.au/dp/B0BNGLFBXV"">Western Digital 4TB WD Blue PC Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD40EZAX</a>"
A$0.041,A$41.25,A$165,4 TB,,"Internal 3.5""",HDD,New,"Seagate Compatible IronWolf ST4000VN006 - Festplatte - 4 TB - SATA 6Gb/s,Noir","<a href=""https://www.amazon.com.au/dp/B09T74CSCW"">Seagate Compatible IronWolf ST4000VN006 - Festplatte - 4 TB - SATA 6Gb/s,Noir</a>"
A$0.042,A$42.02,A$840,20 TB,5 years,"Internal 3.5""",HDD,New,"WD 3.5"" Gold Enterprise Class Internal SATA Hard Drive, 20TB","<a href=""https://www.amazon.com.au/dp/B0BFC3WJ9R"">WD 3.5"" Gold Enterprise Class Internal SATA Hard Drive, 20TB</a>"
A$0.042,A$42.10,A$758,18 TB,,"Internal 3.5""",HDD,New,WD Purple 18TB Surveillance Hard Disk Drive - 7200 RPM Class SATA 6 Gb/s 256MB Cache 3.5 Inch - WD180PURZ,"<a href=""https://www.amazon.com.au/dp/B08P2JRD9L"">WD Purple 18TB Surveillance Hard Disk Drive - 7200 RPM Class SATA 6 Gb/s 256MB Cache 3.5 Inch - WD180PURZ</a>"
A$0.042,A$42.14,A$169,4 TB,2 years,"Internal 3.5""",HDD,New,"Seagate Skyhawk ST4000VX016 4TB Internal Hard Drive HDD, Video Recording up to 64 Cameras, 3.5 Inch, 64 MB Cache, SATA 6GB/s, Silver, FFP, incl. 3 Year Rescue Service","<a href=""https://www.amazon.com.au/dp/B09YNN2PKG"">Seagate Skyhawk ST4000VX016 4TB Internal Hard Drive HDD, Video Recording up to 64 Cameras, 3.5 Inch, 64 MB Cache, SATA 6GB/s, Silver, FFP, incl. 3 Year Rescue Service</a>"
A$0.042,A$42.16,A$506,12 TB,5 years,"Internal 3.5""",HDD,New,"Western Digital Red Pro 12TB NAS Hard Drive, WD121KFBX","<a href=""https://www.amazon.com.au/dp/B07RTMPWD8"">Western Digital Red Pro 12TB NAS Hard Drive, WD121KFBX</a>"
A$0.042,A$42.28,A$338,8 TB,,"Internal 3.5""",HDD,New,Toshiba Enterprise HDD 8TB 3.5'' SATA 6Gbit/s 7200RPM (MG08ADA800E),"<a href=""https://www.amazon.com.au/dp/B099NSJLN6"">Toshiba Enterprise HDD 8TB 3.5'' SATA 6Gbit/s 7200RPM (MG08ADA800E)</a>"
A$0.042,A$42.33,A$508,12 TB,3 years,"External 3.5""",HDD,New,"Western Digital My Book Desktop External Hard Drive, 12 TB, WDBBGB0120HBK-AESN, 12TB, Black","<a href=""https://www.amazon.com.au/dp/B084T7QG86"">Western Digital My Book Desktop External Hard Drive, 12 TB, WDBBGB0120HBK-AESN, 12TB, Black</a>"
A$0.042,A$42.45,A$594,14 TB,,"Internal 3.5""",HDD,New,"Western Digital Ultrastar DC SATA HDD - 7200 RPM Class, SATA 6 Gb/s, 3.5"" 14TB","<a href=""https://www.amazon.com.au/dp/B07KPL474H"">Western Digital Ultrastar DC SATA HDD - 7200 RPM Class, SATA 6 Gb/s, 3.5"" 14TB</a>","<a href=""https://www.amazon.com.au/dp/B07KPL474H"">Western Digital Ultrastar DC SATA HDD - 7200 RPM Class, SATA 6 Gb/s, 3.5"" 14TB</a>"
A$0.043,A$42.54,A$510,12 TB,,"Internal 3.5""",HDD,New,"Seagate Exos X18 12TB Internal Hard Drive Enterprise HDD - CMR 3.5 Inch Hyperscale SATA 6Gb/s, 7200RPM, 512e/4Kn, 256MB Cache (ST12000NM000J)","<a href=""https://www.amazon.com.au/dp/B09C4999MW"">Seagate Exos X18 12TB Internal Hard Drive Enterprise HDD - CMR 3.5 Inch Hyperscale SATA 6Gb/s, 7200RPM, 512e/4Kn, 256MB Cache (ST12000NM000J)</a>"
A$0.043,A$42.80,A$428,10 TB,3 years,"External 3.5""",HDD,New,"Seagate Expansion Desktop 10TB External Hard Drive, for Desktop and Laptop, Black","<a href=""https://www.amazon.com.au/dp/B092R53KPP"">Seagate Expansion Desktop 10TB External Hard Drive, for Desktop and Laptop, Black</a>"
A$0.043,A$42.90,A$429,10 TB,5 years,"Internal 3.5""",HDD,New,"SeagateIronWolf Pro, NAS, 3.5"" HDD, 10TB, SATA 6Gb/s, 7200RPM, 256MB Cache, 5 Years or 2M Hours MTBF Warranty","<a href=""https://www.amazon.com.au/dp/B0B94NQCV5"">SeagateIronWolf Pro, NAS, 3.5"" HDD, 10TB, SATA 6Gb/s, 7200RPM, 256MB Cache, 5 Years or 2M Hours MTBF Warranty</a>"
A$0.043,A$43.06,A$689,16 TB,,"Internal 3.5""",HDD,Used,"Seagate Exos X18 Enterprise 16TB HDD CMR 3.5"" Hyperscale SATA 6GB/s 7200RPM 512e 4Kn Fast Format Low Latency with Improved Caching Model No: ST16000NM000J (Refurbished)","<a href=""https://www.amazon.com.au/dp/B0CF5XVHMS"">Seagate Exos X18 Enterprise 16TB HDD CMR 3.5"" Hyperscale SATA 6GB/s 7200RPM 512e 4Kn Fast Format Low Latency with Improved Caching Model No: ST16000NM000J (Refurbished)</a>"
A$0.043,A$43.12,A$345,8 TB,,"Internal 3.5""",HDD,New,"Western Digital 8TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD85PURZ","<a href=""https://www.amazon.com.au/dp/B0CP314RM7"">Western Digital 8TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD85PURZ</a>"
A$0.043,A$43.32,A$260,6 TB,,"Internal 3.5""",HDD,New,Toshiba X300 6TB Performance & Gaming 3.5-Inch Internal Hard Drive – CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWR760XZSTA,"<a href=""https://www.amazon.com.au/dp/B0CYQJST57"">Toshiba X300 6TB Performance & Gaming 3.5-Inch Internal Hard Drive – CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWR760XZSTA</a>"
A$0.043,A$43.33,A$780,18 TB,5 years,"Internal 3.5""",HDD,New,"Toshiba N300 Pro NAS Systems Hard Drive, 18TB","<a href=""https://www.amazon.com.au/dp/B0CMXXZG3J"">Toshiba N300 Pro NAS Systems Hard Drive, 18TB</a>"
A$0.043,A$43.40,A$781,18 TB,5 years,"Internal 3.5""",HDD,New,"Western Digital 18TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD181KFGX","<a href=""https://www.amazon.com.au/dp/B08K3TFM92"">Western Digital 18TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD181KFGX</a>"
A$0.044,A$43.75,A$175,4 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital 4TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD43PURZ","<a href=""https://www.amazon.com.au/dp/B0C4X6RDV8"">Western Digital 4TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD43PURZ</a>"
A$0.044,A$43.75,A$700,16 TB,2 years,"Internal 3.5""",HDD,New,"Toshiba X300 Performance Hard Drive, 16TB","<a href=""https://www.amazon.com.au/dp/B09STGK5KG"">Toshiba X300 Performance Hard Drive, 16TB</a>"
A$0.044,A$43.81,A$175,4 TB,,"Internal 3.5""",HDD,New,Seagate ST4000NE001 4TB HDD,"<a href=""https://www.amazon.com.au/dp/B07SY4T6F5"">Seagate ST4000NE001 4TB HDD</a>"
A$0.044,A$44.06,A$264,6 TB,,"Internal 3.5""",HDD,New,"Synology HAT3300 6TB Plus Series SATA HDD 3.5"" (HAT3300-6T)","<a href=""https://www.amazon.com.au/dp/B0C8XRFT5H"">Synology HAT3300 6TB Plus Series SATA HDD 3.5"" (HAT3300-6T)</a>"
A$0.045,A$44.66,A$179,4 TB,,"Internal 3.5""",HDD,New,Seagate 4 TB Barracuda Internal Hard Drive,"<a href=""https://www.amazon.com.au/dp/B07115ZSQ6"">Seagate 4 TB Barracuda Internal Hard Drive</a>"
A$0.045,A$44.78,A$269,6 TB,3 years,"Internal 3.5""",HDD,New,Seagate IronWolf ST6000VNZ06 6TB Internal Hard Drive NAS HDD 3.5 Inch 5400 RPM 256 MB Cache SATA 6 Gb/s Silver with 3 Year Rescue Service,"<a href=""https://www.amazon.com.au/dp/B0BM4VC65S"">Seagate IronWolf ST6000VNZ06 6TB Internal Hard Drive NAS HDD 3.5 Inch 5400 RPM 256 MB Cache SATA 6 Gb/s Silver with 3 Year Rescue Service</a>"
A$0.045,A$44.78,A$537,12 TB,,"External 3.5""",HDD,New,"SanDisk Professional 12TB G-Drive Enterprise-Class External Desktop Hard Drive - 7200RPM Ultrastar HDD Inside, USB-C (10Gbps), USB 3.2 Gen 2, Mac Ready - SDPHF1A-012T-NBAAD","<a href=""https://www.amazon.com.au/dp/B0BB8TPT2W"">SanDisk Professional 12TB G-Drive Enterprise-Class External Desktop Hard Drive - 7200RPM Ultrastar HDD Inside, USB-C (10Gbps), USB 3.2 Gen 2, Mac Ready - SDPHF1A-012T-NBAAD</a>"
A$0.045,A$45.04,A$811,18 TB,,"Internal 3.5""",HDD,New,"WD Red Pro 18TB 3.5"" NAS Hard Drive 7200RPM SATA 6Gbps NASware Technology for NAS Systems with up to 24 Bays in Continuous Operation - 512MB Cache","<a href=""https://www.amazon.com.au/dp/B0BNJFLJHF"">WD Red Pro 18TB 3.5"" NAS Hard Drive 7200RPM SATA 6Gbps NASware Technology for NAS Systems with up to 24 Bays in Continuous Operation - 512MB Cache</a>"
A$0.045,A$45.23,A$226,5 TB,,"External 3.5""",HDD,New,"SanDisk Professional 5TB G-Drive ArmorATD - Rugged, Durable Portable External Hard Drive HDD, USB-C, USB 3.2 Gen 1 - SDPH81G-005T-GBA1D","<a href=""https://www.amazon.com.au/dp/B0C9YLX21T"">SanDisk Professional 5TB G-Drive ArmorATD - Rugged, Durable Portable External Hard Drive HDD, USB-C, USB 3.2 Gen 1 - SDPH81G-005T-GBA1D</a>"
A$0.045,A$45.33,A$816,18 TB,,Internal,SAS,New,EXOS X20 18TB SAS 3.5IN 7200RPM 6GB/S 512E/4K,"<a href=""https://www.amazon.com.au/dp/B09MWKFG51"">EXOS X20 18TB SAS 3.5IN 7200RPM 6GB/S 512E/4K</a>"
A$0.045,A$45.36,A$454,10 TB,,"Internal 3.5""",HDD,New,"Western Digital 10TB WD_Black Performance Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 512 MB Cache, 3.5"" - WD102FZBX","<a href=""https://www.amazon.com.au/dp/B0DF99JTF1"">Western Digital 10TB WD_Black Performance Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 512 MB Cache, 3.5"" - WD102FZBX</a>"
A$0.045,A$45.37,A$272,6 TB,3 years,"Internal 3.5""",HDD,New,"Synology HAT3300-6T [6TB 3.5"" SATA 5,400 RPM/NAS Grade HDD (MTTF1 Million Hours) / 3 Year Warranty] Domestic Authorized Dealer Field Lake Product","<a href=""https://www.amazon.com.au/dp/B0C2MKPR3G"">Synology HAT3300-6T [6TB 3.5"" SATA 5,400 RPM/NAS Grade HDD (MTTF1 Million Hours) / 3 Year Warranty] Domestic Authorized Dealer Field Lake Product</a>"
A$0.046,A$45.52,A$637,14 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital Purple 14TB Surveillance Hard Drive, 14000, 3.5, WD140PURZ","<a href=""https://www.amazon.com.au/dp/B082LTQG89"">Western Digital Purple 14TB Surveillance Hard Drive, 14000, 3.5, WD140PURZ</a>"
A$0.046,A$45.72,A$914,20 TB,2 years,"Internal 3.5""",HDD,New,"Western Digital 20TB WD Ultrastar DH HC560 7200RPM 512MB Ent,","<a href=""https://www.amazon.com.au/dp/B0BLFDRWN3"">Western Digital 20TB WD Ultrastar DH HC560 7200RPM 512MB Ent,</a>"
A$0.046,A$45.80,A$366,8 TB,,"Internal 3.5""",HDD,New,Seagate Skyhawk AI 8TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with in-House Rescue Services (ST8000VEZ01),"<a href=""https://www.amazon.com.au/dp/B08KTM4SNY"">Seagate Skyhawk AI 8TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with in-House Rescue Services (ST8000VEZ01)</a>"
A$0.046,A$45.80,A$366,8 TB,,"Internal 3.5""",HDD,New,"Western Digital 8TB WD_Black Performance Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD8002FZBX","<a href=""https://www.amazon.com.au/dp/B0D1V1SNDX"">Western Digital 8TB WD_Black Performance Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD8002FZBX</a>"
A$0.046,A$45.99,A$184,4 TB,3 years,"Internal 3.5""",HDD,New,"Synology Plus Series HDD 4TB, Internal 3.5"" SATA, 5400RPM","<a href=""https://www.amazon.com.au/dp/B0C6FGQLT4"">Synology Plus Series HDD 4TB, Internal 3.5"" SATA, 5400RPM</a>"
A$0.046,A$46.00,A$138,3 TB,,"Internal 3.5""",HDD,New,Seagate Skyhawk Surveillance HDD ST3000VX015 - Hard Drive - 3 TB - SATA 6Gb,"<a href=""https://www.amazon.com.au/dp/B09XDST9RF"">Seagate Skyhawk Surveillance HDD ST3000VX015 - Hard Drive - 3 TB - SATA 6Gb</a>"
