Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
"€0,094","€94,38",€12,128 GB,,USB,Flash,New,Kingston DataTraveler Kyson USB 3.2 Gen 1 Memoria USB 128GB - con Elegante Carcasa metálica sin capuchón,"<a href=""https://www.amazon.es/dp/B08KHVTS1M"">Kingston DataTraveler Kyson USB 3.2 Gen 1 Memoria USB 128GB - con Elegante Carcasa metálica sin capuchón</a>"
"€0,094","€94,42",€94,1 TB,,M.2,NVMe,Used,"WD_BLACK SN850P 1TB, NVMe M.2 SSD Ampliación de Almacenamiento con Licencia Oficial para videoconsolas PS5, hasta 7300 MB/s, con disipador térmico","<a href=""https://www.amazon.es/dp/B0C48B3RGL"">WD_BLACK SN850P 1TB, NVMe M.2 SSD Ampliación de Almacenamiento con Licencia Oficial para videoconsolas PS5, hasta 7300 MB/s, con disipador térmico</a>","<a href=""https://www.amazon.es/dp/B0C48B3RGL"">WD_BLACK SN850P 1TB, NVMe M.2 SSD Ampliación de Almacenamiento con Licencia Oficial para videoconsolas PS5, hasta 7300 MB/s, con disipador térmico</a>"
"€0,095","€94,51",€95,1 TB,3 years,External,SSD,New,"SAMSUNG T7 Shield SSD Portátil 1TB, USB 3.2 Gen.2, SSD Externo, Azul (MU-PE1T0R/EU)","<a href=""https://www.amazon.es/dp/B09SB38KMD"">SAMSUNG T7 Shield SSD Portátil 1TB, USB 3.2 Gen.2, SSD Externo, Azul (MU-PE1T0R/EU)</a>"
"€0,095","€94,61",€12,128 GB,,USB,Flash,Used,"SanDisk 128GB Ultra Luxe Memoria flash, USB 3.2, con velocidades de transferencia hasta 400MB/s","<a href=""https://www.amazon.es/dp/B07SYB38Q8"">SanDisk 128GB Ultra Luxe Memoria flash, USB 3.2, con velocidades de transferencia hasta 400MB/s</a>","<a href=""https://www.amazon.es/dp/B07SYB38Q8"">SanDisk 128GB Ultra Luxe Memoria flash, USB 3.2, con velocidades de transferencia hasta 400MB/s</a>"
"€0,095","€94,73",€379,4 TB,,External,SSD,New,"SanDisk 4TB Extreme PRO SSD portátil, USB-C USB 3.2 Gen 2x2, Memoria de estado sólido NVMe externa, hasta 2000 MB/s, Clasificación IP65 de resistencia al agua y al polvo","<a href=""https://www.amazon.es/dp/B08RX3343D"">SanDisk 4TB Extreme PRO SSD portátil, USB-C USB 3.2 Gen 2x2, Memoria de estado sólido NVMe externa, hasta 2000 MB/s, Clasificación IP65 de resistencia al agua y al polvo</a>","<a href=""https://www.amazon.es/dp/B08RX3343D"">SanDisk 4TB Extreme PRO SSD portátil, USB-C USB 3.2 Gen 2x2, Memoria de estado sólido NVMe externa, hasta 2000 MB/s, Clasificación IP65 de resistencia al agua y al polvo</a>"
"€0,095","€95,32",€48,500 GB,,Internal,SSD,New,"Crucial MX500 500GB 3D NAND SATA de 2,5 pulgadas SSD Interno - Hasta 560MB/s - CT500MX500SSD1","<a href=""https://www.amazon.es/dp/B0786QNS9B"">Crucial MX500 500GB 3D NAND SATA de 2,5 pulgadas SSD Interno - Hasta 560MB/s - CT500MX500SSD1</a>","<a href=""https://www.amazon.es/dp/B0786QNS9B"">Crucial MX500 500GB 3D NAND SATA de 2,5 pulgadas SSD Interno - Hasta 560MB/s - CT500MX500SSD1</a>"
"€0,095","€95,42",€23,240 GB,,Internal,SSD,New,"MSI SPATIUM S270 SATA 2.5"" - Disco Duro SSD de 240GB (SATA III 6Gbps, 100.20mm x 69.85mm x 7.00mm, Lectura 500MB/s, Escritura 400MB/s), Negro","<a href=""https://www.amazon.es/dp/B0BGQ8FB3G"">MSI SPATIUM S270 SATA 2.5"" - Disco Duro SSD de 240GB (SATA III 6Gbps, 100.20mm x 69.85mm x 7.00mm, Lectura 500MB/s, Escritura 400MB/s), Negro</a>","<a href=""https://www.amazon.es/dp/B0BGQ8FB3G"">MSI SPATIUM S270 SATA 2.5"" - Disco Duro SSD de 240GB (SATA III 6Gbps, 100.20mm x 69.85mm x 7.00mm, Lectura 500MB/s, Escritura 400MB/s), Negro</a>"
"€0,095","€95,43",€24,256 GB,,SD,Flash,New,Kingston Canvas Go! Plus Tarjeta SD 256GB SDXC 170R C10 UHS-I U3 V30,"<a href=""https://www.amazon.es/dp/B0858J45S6"">Kingston Canvas Go! Plus Tarjeta SD 256GB SDXC 170R C10 UHS-I U3 V30</a>","<a href=""https://www.amazon.es/dp/B0858J45S6"">Kingston Canvas Go! Plus Tarjeta SD 256GB SDXC 170R C10 UHS-I U3 V30</a>"
"€0,096","€95,55",€24,256 GB,5 years,USB,Flash,Used,"SanDisk 256GB Ultra Dual Drive Go Memoria flash USB Type-C, con conectores USB Type-C y Type-A reversibles, para smartphones, tabletas, Macs y ordenadores, hasta 400 MB/s, Negro","<a href=""https://www.amazon.es/dp/B07YYJL21Z"">SanDisk 256GB Ultra Dual Drive Go Memoria flash USB Type-C, con conectores USB Type-C y Type-A reversibles, para smartphones, tabletas, Macs y ordenadores, hasta 400 MB/s, Negro</a>","<a href=""https://www.amazon.es/dp/B07YYJL21Z"">SanDisk 256GB Ultra Dual Drive Go Memoria flash USB Type-C, con conectores USB Type-C y Type-A reversibles, para smartphones, tabletas, Macs y ordenadores, hasta 400 MB/s, Negro</a>"
"€0,097","€96,69",€97,1 TB,,External,SSD,New,"WD My Passport 1TB SSD Externo Portátil, Disco duro externo SSD con velodidad de lectura de hasta 1050 MB/s 1000 MB/s de escritura, Funciona con PC, Xbox y Playstation, Gris espacial","<a href=""https://www.amazon.es/dp/B08F27QGHX"">WD My Passport 1TB SSD Externo Portátil, Disco duro externo SSD con velodidad de lectura de hasta 1050 MB/s 1000 MB/s de escritura, Funciona con PC, Xbox y Playstation, Gris espacial</a>","<a href=""https://www.amazon.es/dp/B08F27QGHX"">WD My Passport 1TB SSD Externo Portátil, Disco duro externo SSD con velodidad de lectura de hasta 1050 MB/s 1000 MB/s de escritura, Funciona con PC, Xbox y Playstation, Gris espacial</a>"
"€0,097","€96,95",€25,256 GB,10 years,microSD,Flash,Used,"SanDisk Ultra Tarjeta de memoria microSDXC con adaptador SD, hasta 150 MB/s, rendimiento de apps A1, Clase 10, U1, 256 GB","<a href=""https://www.amazon.es/dp/B08GY8NHF2"">SanDisk Ultra Tarjeta de memoria microSDXC con adaptador SD, hasta 150 MB/s, rendimiento de apps A1, Clase 10, U1, 256 GB</a>","<a href=""https://www.amazon.es/dp/B08GY8NHF2"">SanDisk Ultra Tarjeta de memoria microSDXC con adaptador SD, hasta 150 MB/s, rendimiento de apps A1, Clase 10, U1, 256 GB</a>"
"€0,097","€96,99",€97,1 TB,5 years,External,SSD,Used,"SanDisk 1TB Extreme SSD portátil, USB-C, Memoria de estado sólido NVMe externa, hasta 1050 MB/s, Clasificación IP65 de resistencia al agua y al polvo - Monterey","<a href=""https://www.amazon.es/dp/B0C59G4TLQ"">SanDisk 1TB Extreme SSD portátil, USB-C, Memoria de estado sólido NVMe externa, hasta 1050 MB/s, Clasificación IP65 de resistencia al agua y al polvo - Monterey</a>","<a href=""https://www.amazon.es/dp/B0C59G4TLQ"">SanDisk 1TB Extreme SSD portátil, USB-C, Memoria de estado sólido NVMe externa, hasta 1050 MB/s, Clasificación IP65 de resistencia al agua y al polvo - Monterey</a>"
"€0,097","€97,24",€97,1 TB,,Internal,SSD,New,Kingston XS2000 Portable SSD 1000G -SXS2000/1000G,"<a href=""https://www.amazon.es/dp/B09F5YHQ1K"">Kingston XS2000 Portable SSD 1000G -SXS2000/1000G</a>","<a href=""https://www.amazon.es/dp/B09F5YHQ1K"">Kingston XS2000 Portable SSD 1000G -SXS2000/1000G</a>"
"€0,097","€97,24",€97,1 TB,,Internal,SSD,Used,Kingston XS2000 Portable SSD 1000G -SXS2000/1000G,"<a href=""https://www.amazon.es/dp/B09F5YHQ1K"">Kingston XS2000 Portable SSD 1000G -SXS2000/1000G</a>","<a href=""https://www.amazon.es/dp/B09F5YHQ1K"">Kingston XS2000 Portable SSD 1000G -SXS2000/1000G</a>"
"€0,097","€97,42",€12,128 GB,,SD,Flash,Used,Kingston Canvas Select Plus SD - SDS2/128GB Class 10 UHS-I,"<a href=""https://www.amazon.es/dp/B07YGZQ4DM"">Kingston Canvas Select Plus SD - SDS2/128GB Class 10 UHS-I</a>","<a href=""https://www.amazon.es/dp/B07YGZQ4DM"">Kingston Canvas Select Plus SD - SDS2/128GB Class 10 UHS-I</a>"
"€0,097","€97,46",€25,256 GB,,microSD,Flash,Used,"SanDisk Extreme PRO 256GB tarjeta microSDXC + adaptador SD + RescuePro Deluxe, hasta 200 MB/s, con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30","<a href=""https://www.amazon.es/dp/B09X7DMBVF"">SanDisk Extreme PRO 256GB tarjeta microSDXC + adaptador SD + RescuePro Deluxe, hasta 200 MB/s, con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30</a>","<a href=""https://www.amazon.es/dp/B09X7DMBVF"">SanDisk Extreme PRO 256GB tarjeta microSDXC + adaptador SD + RescuePro Deluxe, hasta 200 MB/s, con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30</a>"
"€0,098","€97,52",€98,1 TB,,External,SSD,New,"WD My Passport 1TB SSD Externo Portátil, Disco duro externo SSD con velodidad de lectura de hasta 1050 MB/s 1000 MB/s de escritura, Funciona con PC, Xbox y Playstation, Rojo","<a href=""https://www.amazon.es/dp/B08F27J5SQ"">WD My Passport 1TB SSD Externo Portátil, Disco duro externo SSD con velodidad de lectura de hasta 1050 MB/s 1000 MB/s de escritura, Funciona con PC, Xbox y Playstation, Rojo</a>","<a href=""https://www.amazon.es/dp/B08F27J5SQ"">WD My Passport 1TB SSD Externo Portátil, Disco duro externo SSD con velodidad de lectura de hasta 1050 MB/s 1000 MB/s de escritura, Funciona con PC, Xbox y Playstation, Rojo</a>"
"€0,098","€97,62",€25,256 GB,5 years,USB,Flash,New,"SanDisk 256GB Ultra Dual Drive Go, Memoria Flash con Conectores USB Type-C y Type-A Reversibles, con hasta 400 MB/s para Smartphones, tabletas, Macs y Ordenadores , Lavender","<a href=""https://www.amazon.es/dp/B0CJ5V52C9"">SanDisk 256GB Ultra Dual Drive Go, Memoria Flash con Conectores USB Type-C y Type-A Reversibles, con hasta 400 MB/s para Smartphones, tabletas, Macs y Ordenadores , Lavender</a>"
"€0,098","€97,64",€50,512 GB,5 years,USB,Flash,New,"SanDisk 512GB Ultra Dual Drive Go Memoria flash USB Type-C, con conectores USB Type-C y Type-A reversibles, para smartphones, tabletas, Macs y ordenadores, hasta 400 MB/s, Negro","<a href=""https://www.amazon.es/dp/B0859NR7KY"">SanDisk 512GB Ultra Dual Drive Go Memoria flash USB Type-C, con conectores USB Type-C y Type-A reversibles, para smartphones, tabletas, Macs y ordenadores, hasta 400 MB/s, Negro</a>","<a href=""https://www.amazon.es/dp/B0859NR7KY"">SanDisk 512GB Ultra Dual Drive Go Memoria flash USB Type-C, con conectores USB Type-C y Type-A reversibles, para smartphones, tabletas, Macs y ordenadores, hasta 400 MB/s, Negro</a>"
"€0,098","€97,87",€98,1 TB,5 years,External,SSD,Used,"SanDisk 1TB Extreme SSD portátil, USB-C USB 3.2 Gen 2 Memoria de estado sólido NVMe externa hasta 1050 MB/s Clasificación IP65 de resistencia al agua y al polvo","<a href=""https://www.amazon.es/dp/B08GTYFC37"">SanDisk 1TB Extreme SSD portátil, USB-C USB 3.2 Gen 2 Memoria de estado sólido NVMe externa hasta 1050 MB/s Clasificación IP65 de resistencia al agua y al polvo</a>","<a href=""https://www.amazon.es/dp/B08GTYFC37"">SanDisk 1TB Extreme SSD portátil, USB-C USB 3.2 Gen 2 Memoria de estado sólido NVMe externa hasta 1050 MB/s Clasificación IP65 de resistencia al agua y al polvo</a>"
"€0,098","€97,99",€98,1 TB,,External,SSD,New,"ORICO SSD Externo 1TB hasta 1050 MB/s, Disco Duro Externo SSD con Orificio para Colgar y Cable USB C y A 2 en 1, SSD Portatil USB3.2 Gen2 Compatible con iPhone 15 Series/Mac/PS5/Xbox - C10","<a href=""https://www.amazon.es/dp/B0D83DYZ3K"">ORICO SSD Externo 1TB hasta 1050 MB/s, Disco Duro Externo SSD con Orificio para Colgar y Cable USB C y A 2 en 1, SSD Portatil USB3.2 Gen2 Compatible con iPhone 15 Series/Mac/PS5/Xbox - C10</a>"
"€0,098","€97,99",€98,1 TB,,External,SSD,New,"ORICO 1 TB SSD Externo magnético, grabación y Almacenamiento 4K ProRes HDR, 2000MB/s, Unidad de Estado sólido portátil, Carcasa de aleación de Aluminio, Compatible con Smartphone, Ordenador - K20","<a href=""https://www.amazon.es/dp/B0DHGGJBMJ"">ORICO 1 TB SSD Externo magnético, grabación y Almacenamiento 4K ProRes HDR, 2000MB/s, Unidad de Estado sólido portátil, Carcasa de aleación de Aluminio, Compatible con Smartphone, Ordenador - K20</a>"
"€0,098","€98,22",€49,500 GB,,External,SSD,New,EMTEC ECSSD500GX210G 3.2Gen2 X210G Gaming - Interfaz SATA III - Capacidad 500GB - Diseño futurista - Ultra Compacto - Tecnología Flash silencioso 3D NAND - Negro/Blanco,"<a href=""https://www.amazon.es/dp/B0B6DB3MVT"">EMTEC ECSSD500GX210G 3.2Gen2 X210G Gaming - Interfaz SATA III - Capacidad 500GB - Diseño futurista - Ultra Compacto - Tecnología Flash silencioso 3D NAND - Negro/Blanco</a>"
"€0,098","€98,34",€197,2 TB,2 years,External,SSD,New,"SAMSUNG T7 Shield SSD Portátil 2TB, USB 3.2 Gen.2, SSD Externo, Azul (MU-PE2T0R/EU)","<a href=""https://www.amazon.es/dp/B09SB35ZTW"">SAMSUNG T7 Shield SSD Portátil 2TB, USB 3.2 Gen.2, SSD Externo, Azul (MU-PE2T0R/EU)</a>"
"€0,098","€98,44",€13,128 GB,,SD,Flash,New,Kingston Canvas Select Plus SD - SDS2/128GB Class 10 UHS-I,"<a href=""https://www.amazon.es/dp/B07YGZQ4DM"">Kingston Canvas Select Plus SD - SDS2/128GB Class 10 UHS-I</a>","<a href=""https://www.amazon.es/dp/B07YGZQ4DM"">Kingston Canvas Select Plus SD - SDS2/128GB Class 10 UHS-I</a>"
"€0,099","€98,52",€50,512 GB,,microSD,Flash,Used,"Samsung EVO Select (2024) Tarjeta microSD + Adaptador SD, 512 GB, Tarjeta de Memoria para Smartphone y Tablet, UHS-I U3, 4K UHD, Full HD, Lectura 160 MB/s, MB-ME512SA/EU","<a href=""https://www.amazon.es/dp/B0CVBD37D9"">Samsung EVO Select (2024) Tarjeta microSD + Adaptador SD, 512 GB, Tarjeta de Memoria para Smartphone y Tablet, UHS-I U3, 4K UHD, Full HD, Lectura 160 MB/s, MB-ME512SA/EU</a>","<a href=""https://www.amazon.es/dp/B0CVBD37D9"">Samsung EVO Select (2024) Tarjeta microSD + Adaptador SD, 512 GB, Tarjeta de Memoria para Smartphone y Tablet, UHS-I U3, 4K UHD, Full HD, Lectura 160 MB/s, MB-ME512SA/EU</a>"
"€0,099","€98,77",€99,1 TB,,External,SSD,Used,"Lexar SL500 SSD Externo 1TB, SSD Portátil USB3.2 Gen2x2, PSSD hasta 2000MB/s lectura, 1800MB/s escritura, unidad de estado sólido externa compatible con iPhone15 Series/Mac/PS5/XBOX(LSL500X001T-RNBNG)","<a href=""https://www.amazon.es/dp/B0CSYSSP3W"">Lexar SL500 SSD Externo 1TB, SSD Portátil USB3.2 Gen2x2, PSSD hasta 2000MB/s lectura, 1800MB/s escritura, unidad de estado sólido externa compatible con iPhone15 Series/Mac/PS5/XBOX(LSL500X001T-RNBNG)</a>","<a href=""https://www.amazon.es/dp/B0CSYSSP3W"">Lexar SL500 SSD Externo 1TB, SSD Portátil USB3.2 Gen2x2, PSSD hasta 2000MB/s lectura, 1800MB/s escritura, unidad de estado sólido externa compatible con iPhone15 Series/Mac/PS5/XBOX(LSL500X001T-RNBNG)</a>"
"€0,099","€98,91",€6,64 GB,,USB,Flash,Used,"SanDisk Ultra Flair Memoria flash USB 3.0 de 64 GB, con carcasa de metal duradera y elegante y hasta 150 MB/s de velocidad de lectura, Color negro/plateado","<a href=""https://www.amazon.es/dp/B015CH1NAQ"">SanDisk Ultra Flair Memoria flash USB 3.0 de 64 GB, con carcasa de metal duradera y elegante y hasta 150 MB/s de velocidad de lectura, Color negro/plateado</a>","<a href=""https://www.amazon.es/dp/B015CH1NAQ"">SanDisk Ultra Flair Memoria flash USB 3.0 de 64 GB, con carcasa de metal duradera y elegante y hasta 150 MB/s de velocidad de lectura, Color negro/plateado</a>"
"€0,099","€98,92",€49,500 GB,,M.2,NVMe,Used,"Crucial P310 SSD 500GB PCIe Gen4 NVMe M.2 2280 SSD Interno Gaming, Disco Duro SSD, Hasta 6.600 MB/s, Compatible con Ordenador Portátil y de Sobremesa - CT500P310SSD801 (Edición Acronis)","<a href=""https://www.amazon.es/dp/B0DC8K6KQD"">Crucial P310 SSD 500GB PCIe Gen4 NVMe M.2 2280 SSD Interno Gaming, Disco Duro SSD, Hasta 6.600 MB/s, Compatible con Ordenador Portátil y de Sobremesa - CT500P310SSD801 (Edición Acronis)</a>","<a href=""https://www.amazon.es/dp/B0DC8K6KQD"">Crucial P310 SSD 500GB PCIe Gen4 NVMe M.2 2280 SSD Interno Gaming, Disco Duro SSD, Hasta 6.600 MB/s, Compatible con Ordenador Portátil y de Sobremesa - CT500P310SSD801 (Edición Acronis)</a>"
"€0,099","€99,22",€6,64 GB,,microSD,Flash,Used,"Lexar 633x Tarjeta Micro SD 64GB, Tarjeta Memoria microSDXC UHS-I sin Adaptador SD hasta 100 MB/s de Lectura A1, C10, U3, V30, Tarjeta TF para Smartphone, Tablet y Camara IP (LMS0633064G-BNNAA), Azul","<a href=""https://www.amazon.es/dp/B0BX9BH17W"">Lexar 633x Tarjeta Micro SD 64GB, Tarjeta Memoria microSDXC UHS-I sin Adaptador SD hasta 100 MB/s de Lectura A1, C10, U3, V30, Tarjeta TF para Smartphone, Tablet y Camara IP (LMS0633064G-BNNAA), Azul</a>","<a href=""https://www.amazon.es/dp/B0BX9BH17W"">Lexar 633x Tarjeta Micro SD 64GB, Tarjeta Memoria microSDXC UHS-I sin Adaptador SD hasta 100 MB/s de Lectura A1, C10, U3, V30, Tarjeta TF para Smartphone, Tablet y Camara IP (LMS0633064G-BNNAA), Azul</a>"
"€0,100","€99,50",€199,2 TB,,M.2,NVMe,New,"WD_BLACK 2TB SN850P NVMe M.2 SSD Ampliación de Almacenamiento con Licencia Oficial para videoconsolas PS5, hasta 7300 MB/s, con disipador térmico","<a href=""https://www.amazon.es/dp/B0C47ZX1WB"">WD_BLACK 2TB SN850P NVMe M.2 SSD Ampliación de Almacenamiento con Licencia Oficial para videoconsolas PS5, hasta 7300 MB/s, con disipador térmico</a>"
"€0,100","€99,75",€399,4 TB,,External,SSD,New,"Samsung Portable SSD T9, 4 TB, Disco Duro Externo, Lectura y escritura 2.000 MB/s, USB 3.2 Gen.2x2, Para Profesionales y Creativos, Compatible con PC, Mac, Android y Cámaras 12K, Negro (MU-PG4T0B/EU)","<a href=""https://www.amazon.es/dp/B0CGQ4FJSV"">Samsung Portable SSD T9, 4 TB, Disco Duro Externo, Lectura y escritura 2.000 MB/s, USB 3.2 Gen.2x2, Para Profesionales y Creativos, Compatible con PC, Mac, Android y Cámaras 12K, Negro (MU-PG4T0B/EU)</a>"
"€0,100","€99,99",€100,1 TB,5 years,External,SSD,New,"SanDisk 1TB Extreme SSD portátil, USB-C, Memoria de estado sólido NVMe externa, hasta 1050 MB/s, Clasificación IP65 de resistencia al agua y al polvo - Monterey","<a href=""https://www.amazon.es/dp/B0C59G4TLQ"">SanDisk 1TB Extreme SSD portátil, USB-C, Memoria de estado sólido NVMe externa, hasta 1050 MB/s, Clasificación IP65 de resistencia al agua y al polvo - Monterey</a>","<a href=""https://www.amazon.es/dp/B0C59G4TLQ"">SanDisk 1TB Extreme SSD portátil, USB-C, Memoria de estado sólido NVMe externa, hasta 1050 MB/s, Clasificación IP65 de resistencia al agua y al polvo - Monterey</a>"
"€0,100","€99,99",€100,1 TB,,External,SSD,New,"Fikwot FP70 1TB SSD Externo,SSD Portátil Magnético con Anillo Magnético, hasta 1050MB/s, Memoria Externa USB 3.2 Gen2, Disco Duro Externo SSD Compatible con iPhone 15/15 Pro, Tableta, MacBook y más.","<a href=""https://www.amazon.es/dp/B0DBQ912KJ"">Fikwot FP70 1TB SSD Externo,SSD Portátil Magnético con Anillo Magnético, hasta 1050MB/s, Memoria Externa USB 3.2 Gen2, Disco Duro Externo SSD Compatible con iPhone 15/15 Pro, Tableta, MacBook y más.</a>"
"€0,100",€100,€200,2 TB,,M.2,NVMe,New,"Corsair MP600 Pro LPX 2TB PCIe Gen4 x4 NVMe M.2 SSD, para PS5 (7.100 MB/s Velocidad de Lectura Secuencial y de Escritura Secuencial 6.800 MB/s, 3D TLC NAND de Alta Densidad) Negro","<a href=""https://www.amazon.es/dp/B09Q2NCFS7"">Corsair MP600 Pro LPX 2TB PCIe Gen4 x4 NVMe M.2 SSD, para PS5 (7.100 MB/s Velocidad de Lectura Secuencial y de Escritura Secuencial 6.800 MB/s, 3D TLC NAND de Alta Densidad) Negro</a>"
"€0,100",€100,€200,2 TB,3 years,External,SSD,New,"SAMSUNG T7 Shield SSD Portátil 2TB, USB 3.2 Gen.2, SSD Externo, Beige (MU-PE2T0K/EU)","<a href=""https://www.amazon.es/dp/B09SBDYJVC"">SAMSUNG T7 Shield SSD Portátil 2TB, USB 3.2 Gen.2, SSD Externo, Beige (MU-PE2T0K/EU)</a>"
"€0,100",€100,€13,64 GB x2,2 years,USB,Flash,New,"Philips USB Flash Drive Snow Edition 64GB, USB2.0, 2-Paquetes","<a href=""https://www.amazon.es/dp/B07YDPWTKH"">Philips USB Flash Drive Snow Edition 64GB, USB2.0, 2-Paquetes</a>"
"€0,101",€101,€50,500 GB,,Internal,SSD,New,"Samsung SSD 870 EVO, 500 GB, Form Factor 2.5”, Intelligent Turbo Write, Magician 6 Software, Black","<a href=""https://www.amazon.es/dp/B08PC43D78"">Samsung SSD 870 EVO, 500 GB, Form Factor 2.5”, Intelligent Turbo Write, Magician 6 Software, Black</a>"
"€0,101",€101,€101,1 TB,2 years,External,SSD,New,"SAMSUNG T7 Shield SSD portátil 1TB, USB 3.2 Gen.2 SSD Externo Negro (MU-PE1T0S/EU)","<a href=""https://www.amazon.es/dp/B09SBJJ4JW"">SAMSUNG T7 Shield SSD portátil 1TB, USB 3.2 Gen.2 SSD Externo Negro (MU-PE1T0S/EU)</a>","<a href=""https://www.amazon.es/dp/B09SBJJ4JW"">SAMSUNG T7 Shield SSD portátil 1TB, USB 3.2 Gen.2 SSD Externo Negro (MU-PE1T0S/EU)</a>"
"€0,101",€101,€26,256 GB,5 years,USB,Flash,New,"SanDisk Ultra Dual Drive USB-Type C 256 GB (con conectores USB Type-C y Type-A reversibles, para móviles, tabletas, Macs y Ordenadores, hasta 150 MB/s, USB 3.1) Plata Gris","<a href=""https://www.amazon.es/dp/B06XC1WGQR"">SanDisk Ultra Dual Drive USB-Type C 256 GB (con conectores USB Type-C y Type-A reversibles, para móviles, tabletas, Macs y Ordenadores, hasta 150 MB/s, USB 3.1) Plata Gris</a>","<a href=""https://www.amazon.es/dp/B06XC1WGQR"">SanDisk Ultra Dual Drive USB-Type C 256 GB (con conectores USB Type-C y Type-A reversibles, para móviles, tabletas, Macs y Ordenadores, hasta 150 MB/s, USB 3.1) Plata Gris</a>"
"€0,101",€101,€26,256 GB,10 years,microSD,Flash,New,"SanDisk Ultra Tarjeta de memoria microSDXC con adaptador SD, hasta 150 MB/s, rendimiento de apps A1, Clase 10, U1, 256 GB","<a href=""https://www.amazon.es/dp/B08GY8NHF2"">SanDisk Ultra Tarjeta de memoria microSDXC con adaptador SD, hasta 150 MB/s, rendimiento de apps A1, Clase 10, U1, 256 GB</a>","<a href=""https://www.amazon.es/dp/B08GY8NHF2"">SanDisk Ultra Tarjeta de memoria microSDXC con adaptador SD, hasta 150 MB/s, rendimiento de apps A1, Clase 10, U1, 256 GB</a>"
"€0,101",€101,€24,240 GB,,"Internal 2.5""",HDD,Used,"Crucial BX500 240 GB CT240BX500SSD1(Z) Unidad interna de estado sólido, hasta 540 MB/s (3D NAND, SATA, 2.5 Pulgadas)","<a href=""https://www.amazon.es/dp/B07G3KRZBX"">Crucial BX500 240 GB CT240BX500SSD1(Z) Unidad interna de estado sólido, hasta 540 MB/s (3D NAND, SATA, 2.5 Pulgadas)</a>","<a href=""https://www.amazon.es/dp/B07G3KRZBX"">Crucial BX500 240 GB CT240BX500SSD1(Z) Unidad interna de estado sólido, hasta 540 MB/s (3D NAND, SATA, 2.5 Pulgadas)</a>"
"€0,101",€101,€13,128 GB,5 years,USB,Flash,New,"SanDisk 128GB Ultra Fit, Unidad Flash, USB 3.2, con velocidades de transferencia hasta 400 MB/s","<a href=""https://www.amazon.es/dp/B07855LJ99"">SanDisk 128GB Ultra Fit, Unidad Flash, USB 3.2, con velocidades de transferencia hasta 400 MB/s</a>","<a href=""https://www.amazon.es/dp/B07855LJ99"">SanDisk 128GB Ultra Fit, Unidad Flash, USB 3.2, con velocidades de transferencia hasta 400 MB/s</a>"
"€0,101",€101,€52,512 GB,2 years,microSD,Flash,Used,SanDisk 512GB Extreme tarjeta microSDXC + adaptador SD + RescuePro Deluxe hasta 190 MB/s con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30,"<a href=""https://www.amazon.es/dp/B09X7C2GBC"">SanDisk 512GB Extreme tarjeta microSDXC + adaptador SD + RescuePro Deluxe hasta 190 MB/s con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30</a>","<a href=""https://www.amazon.es/dp/B09X7C2GBC"">SanDisk 512GB Extreme tarjeta microSDXC + adaptador SD + RescuePro Deluxe hasta 190 MB/s con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30</a>"
"€0,101",€101,€13,128 GB,,microSD,Flash,New,"Samsung EVO Select (2024) Tarjeta microSD + Adaptador SD, 128 GB, Tarjeta de Memoria para Smartphone y Tablet, UHS-I U3, 4K UHD, Full HD, Lectura 160 MB/s, MB-ME128SA/EU","<a href=""https://www.amazon.es/dp/B0CVBBPZ28"">Samsung EVO Select (2024) Tarjeta microSD + Adaptador SD, 128 GB, Tarjeta de Memoria para Smartphone y Tablet, UHS-I U3, 4K UHD, Full HD, Lectura 160 MB/s, MB-ME128SA/EU</a>"
"€0,102",€102,€26,256 GB,,microSD,Flash,New,"SanDisk Extreme PRO 256GB tarjeta microSDXC + adaptador SD + RescuePro Deluxe, hasta 200 MB/s, con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30","<a href=""https://www.amazon.es/dp/B09X7DMBVF"">SanDisk Extreme PRO 256GB tarjeta microSDXC + adaptador SD + RescuePro Deluxe, hasta 200 MB/s, con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30</a>","<a href=""https://www.amazon.es/dp/B09X7DMBVF"">SanDisk Extreme PRO 256GB tarjeta microSDXC + adaptador SD + RescuePro Deluxe, hasta 200 MB/s, con Clase A2 de rendimiento de las aplicaciones UHS-I Class 10 U3 V30</a>"
